date,keyword,is_brand,cnt
2024-06,유치 아랫니,N,52
2024-09,유치 아랫니,N,63
2024-03,유치 아랫니,N,63
2024-07,유치 아랫니,N,64
2023-08,유치 아랫니,N,40
2024-08,유치 아랫니,N,44
2024-12,유치 아랫니,N,63
2024-02,유치 아랫니,N,61
2023-10,유치 아랫니,N,43
2023-12,유치 아랫니,N,54
2024-04,유치 아랫니,N,43
2025-06,유치 아랫니,N,56
2024-11,유치 아랫니,N,52
2025-03,유치 아랫니,N,33
2025-04,유치 아랫니,N,50
2023-07,유치 아랫니,N,45
2023-09,유치 아랫니,N,41
2024-01,유치 아랫니,N,50
2024-05,유치 아랫니,N,52
2025-02,유치 아랫니,N,44
2023-11,유치 아랫니,N,44
2024-10,유치 아랫니,N,55
2025-01,유치 아랫니,N,62
2025-05,유치 아랫니,N,52
2024-06,엔도,N,2920
2024-09,엔도,N,4430
2024-03,엔도,N,12180
2024-07,엔도,N,3110
2023-08,엔도,N,21080
2024-08,엔도,N,5340
2024-12,엔도,N,3620
2024-02,엔도,N,19340
2023-10,엔도,N,11200
2023-12,엔도,N,15820
2024-04,엔도,N,6560
2025-06,엔도,N,2580
2024-11,엔도,N,3080
2025-03,엔도,N,3900
2025-04,엔도,N,2450
2023-07,엔도,N,1790
2023-09,엔도,N,7560
2024-01,엔도,N,18260
2024-05,엔도,N,5800
2025-02,엔도,N,3160
2023-11,엔도,N,8010
2024-10,엔도,N,3350
2025-01,엔도,N,3840
2025-05,엔도,N,2820
2024-06,임플란트 잇몸 내려앉음,N,60
2024-09,임플란트 잇몸 내려앉음,N,98
2024-03,임플란트 잇몸 내려앉음,N,55
2024-07,임플란트 잇몸 내려앉음,N,58
2023-08,임플란트 잇몸 내려앉음,N,46
2024-08,임플란트 잇몸 내려앉음,N,77
2024-12,임플란트 잇몸 내려앉음,N,70
2024-02,임플란트 잇몸 내려앉음,N,50
2023-10,임플란트 잇몸 내려앉음,N,44
2023-12,임플란트 잇몸 내려앉음,N,60
2024-04,임플란트 잇몸 내려앉음,N,79
2025-06,임플란트 잇몸 내려앉음,N,50
2024-11,임플란트 잇몸 내려앉음,N,60
2025-03,임플란트 잇몸 내려앉음,N,420
2025-04,임플란트 잇몸 내려앉음,N,310
2023-07,임플란트 잇몸 내려앉음,N,44
2023-09,임플란트 잇몸 내려앉음,N,68
2024-01,임플란트 잇몸 내려앉음,N,60
2024-05,임플란트 잇몸 내려앉음,N,47
2025-02,임플란트 잇몸 내려앉음,N,370
2023-11,임플란트 잇몸 내려앉음,N,40
2024-10,임플란트 잇몸 내려앉음,N,70
2025-01,임플란트 잇몸 내려앉음,N,230
2025-05,임플란트 잇몸 내려앉음,N,240
2024-06,치아 깨졌을때,N,550
2024-09,치아 깨졌을때,N,540
2024-03,치아 깨졌을때,N,530
2024-07,치아 깨졌을때,N,560
2023-08,치아 깨졌을때,N,170
2024-08,치아 깨졌을때,N,550
2024-12,치아 깨졌을때,N,910
2024-02,치아 깨졌을때,N,230
2023-10,치아 깨졌을때,N,190
2023-12,치아 깨졌을때,N,180
2024-04,치아 깨졌을때,N,570
2025-06,치아 깨졌을때,N,220
2024-11,치아 깨졌을때,N,1030
2025-03,치아 깨졌을때,N,540
2025-04,치아 깨졌을때,N,520
2023-07,치아 깨졌을때,N,160
2023-09,치아 깨졌을때,N,150
2024-01,치아 깨졌을때,N,190
2024-05,치아 깨졌을때,N,510
2025-02,치아 깨졌을때,N,550
2023-11,치아 깨졌을때,N,220
2024-10,치아 깨졌을때,N,910
2025-01,치아 깨졌을때,N,800
2025-05,치아 깨졌을때,N,630
2024-06,잇몸 덩어리,N,35
2024-09,잇몸 덩어리,N,33
2024-03,잇몸 덩어리,N,36
2024-07,잇몸 덩어리,N,44
2023-08,잇몸 덩어리,N,23
2024-08,잇몸 덩어리,N,32
2024-12,잇몸 덩어리,N,34
2024-02,잇몸 덩어리,N,35
2023-10,잇몸 덩어리,N,30
2023-12,잇몸 덩어리,N,50
2024-04,잇몸 덩어리,N,32
2025-06,잇몸 덩어리,N,22
2024-11,잇몸 덩어리,N,34
2025-03,잇몸 덩어리,N,41
2025-04,잇몸 덩어리,N,30
2023-07,잇몸 덩어리,N,43
2023-09,잇몸 덩어리,N,32
2024-01,잇몸 덩어리,N,37
2024-05,잇몸 덩어리,N,41
2025-02,잇몸 덩어리,N,33
2023-11,잇몸 덩어리,N,30
2024-10,잇몸 덩어리,N,43
2025-01,잇몸 덩어리,N,34
2025-05,잇몸 덩어리,N,35
2024-06,치수복조,N,360
2024-09,치수복조,N,360
2024-03,치수복조,N,380
2024-07,치수복조,N,380
2023-08,치수복조,N,320
2024-08,치수복조,N,320
2024-12,치수복조,N,370
2024-02,치수복조,N,250
2023-10,치수복조,N,290
2023-12,치수복조,N,280
2024-04,치수복조,N,460
2025-06,치수복조,N,340
2024-11,치수복조,N,420
2025-03,치수복조,N,420
2025-04,치수복조,N,430
2023-07,치수복조,N,320
2023-09,치수복조,N,380
2024-01,치수복조,N,300
2024-05,치수복조,N,320
2025-02,치수복조,N,290
2023-11,치수복조,N,320
2024-10,치수복조,N,380
2025-01,치수복조,N,310
2025-05,치수복조,N,340
2025-03,네오 픽스쳐,N,11
2024-06,레진수복,N,110
2024-09,레진수복,N,180
2024-03,레진수복,N,170
2024-07,레진수복,N,190
2023-08,레진수복,N,180
2024-08,레진수복,N,180
2024-12,레진수복,N,110
2024-02,레진수복,N,150
2023-10,레진수복,N,150
2023-12,레진수복,N,100
2024-04,레진수복,N,130
2025-06,레진수복,N,110
2024-11,레진수복,N,120
2025-03,레진수복,N,140
2025-04,레진수복,N,100
2023-07,레진수복,N,160
2023-09,레진수복,N,150
2024-01,레진수복,N,160
2024-05,레진수복,N,130
2025-02,레진수복,N,100
2023-11,레진수복,N,160
2024-10,레진수복,N,150
2025-01,레진수복,N,110
2025-05,레진수복,N,120
2023-12,동탄 앞니 크라운,N,10
2024-03,[치과 20회] 치수염 원인과 치료,N,20
2023-08,[치과 20회] 치수염 원인과 치료,N,22
2024-02,[치과 20회] 치수염 원인과 치료,N,11
2023-12,[치과 20회] 치수염 원인과 치료,N,11
2024-04,[치과 20회] 치수염 원인과 치료,N,12
2023-09,[치과 20회] 치수염 원인과 치료,N,12
2024-01,[치과 20회] 치수염 원인과 치료,N,10
2024-05,[치과 20회] 치수염 원인과 치료,N,13
2024-06,injection,N,7030
2024-09,injection,N,5930
2024-03,injection,N,7770
2024-07,injection,N,6610
2023-08,injection,N,6680
2024-08,injection,N,5980
2024-12,injection,N,5430
2024-02,injection,N,5960
2023-10,injection,N,7850
2023-12,injection,N,6640
2024-04,injection,N,7950
2025-06,injection,N,5160
2024-11,injection,N,6290
2025-03,injection,N,6350
2025-04,injection,N,6170
2023-07,injection,N,6900
2023-09,injection,N,6730
2024-01,injection,N,6940
2024-05,injection,N,7560
2025-02,injection,N,5240
2023-11,injection,N,7520
2024-10,injection,N,7270
2025-01,injection,N,5190
2025-05,injection,N,5240
2024-09,치질 치과,N,11
2024-08,치질 치과,N,10
2024-04,치질 치과,N,11
2025-06,치질 치과,N,10
2025-03,치질 치과,N,11
2024-07,유치 pulpotomy,N,16
2024-08,유치 pulpotomy,N,12
2024-07,치수절단술 mta,N,20
2024-08,치수절단술 mta,N,19
2025-05,치수절단술 mta,N,12
2024-06,어금니 통증,N,6410
2024-09,어금니 통증,N,6560
2024-03,어금니 통증,N,6630
2024-07,어금니 통증,N,6490
2023-08,어금니 통증,N,7370
2024-08,어금니 통증,N,6600
2024-12,어금니 통증,N,5860
2024-02,어금니 통증,N,7250
2023-10,어금니 통증,N,7190
2023-12,어금니 통증,N,6940
2024-04,어금니 통증,N,6550
2025-06,어금니 통증,N,5290
2024-11,어금니 통증,N,5620
2025-03,어금니 통증,N,5820
2025-04,어금니 통증,N,5740
2023-07,어금니 통증,N,7140
2023-09,어금니 통증,N,6660
2024-01,어금니 통증,N,7420
2024-05,어금니 통증,N,6510
2025-02,어금니 통증,N,5840
2023-11,어금니 통증,N,6890
2024-10,어금니 통증,N,6300
2025-01,어금니 통증,N,6700
2025-05,어금니 통증,N,5620
2024-06,신경치료 과정,N,3010
2024-09,신경치료 과정,N,2470
2024-03,신경치료 과정,N,3160
2024-07,신경치료 과정,N,3590
2023-08,신경치료 과정,N,2920
2024-08,신경치료 과정,N,3030
2024-12,신경치료 과정,N,2320
2024-02,신경치료 과정,N,3510
2023-10,신경치료 과정,N,2760
2023-12,신경치료 과정,N,3050
2024-04,신경치료 과정,N,3310
2025-06,신경치료 과정,N,2880
2024-11,신경치료 과정,N,2480
2025-03,신경치료 과정,N,2800
2025-04,신경치료 과정,N,2840
2023-07,신경치료 과정,N,3420
2023-09,신경치료 과정,N,2500
2024-01,신경치료 과정,N,4210
2024-05,신경치료 과정,N,3090
2025-02,신경치료 과정,N,2730
2023-11,신경치료 과정,N,2890
2024-10,신경치료 과정,N,2680
2025-01,신경치료 과정,N,2430
2025-05,신경치료 과정,N,2900
2024-06,발치후임시치아,N,110
2024-09,발치후임시치아,N,130
2024-03,발치후임시치아,N,100
2024-07,발치후임시치아,N,120
2023-08,발치후임시치아,N,89
2024-08,발치후임시치아,N,120
2024-12,발치후임시치아,N,70
2024-02,발치후임시치아,N,100
2023-10,발치후임시치아,N,110
2023-12,발치후임시치아,N,90
2024-04,발치후임시치아,N,110
2025-06,발치후임시치아,N,86
2024-11,발치후임시치아,N,130
2025-03,발치후임시치아,N,100
2025-04,발치후임시치아,N,90
2023-07,발치후임시치아,N,110
2023-09,발치후임시치아,N,100
2024-01,발치후임시치아,N,100
2024-05,발치후임시치아,N,100
2025-02,발치후임시치아,N,80
2023-11,발치후임시치아,N,80
2024-10,발치후임시치아,N,140
2025-01,발치후임시치아,N,80
2025-05,발치후임시치아,N,110
2024-06,신경치료 후기,N,770
2024-09,신경치료 후기,N,700
2024-03,신경치료 후기,N,1020
2024-07,신경치료 후기,N,1170
2023-08,신경치료 후기,N,1370
2024-08,신경치료 후기,N,830
2024-12,신경치료 후기,N,710
2024-02,신경치료 후기,N,940
2023-10,신경치료 후기,N,890
2023-12,신경치료 후기,N,950
2024-04,신경치료 후기,N,840
2025-06,신경치료 후기,N,800
2024-11,신경치료 후기,N,660
2025-03,신경치료 후기,N,790
2025-04,신경치료 후기,N,680
2023-07,신경치료 후기,N,1270
2023-09,신경치료 후기,N,1060
2024-01,신경치료 후기,N,1160
2024-05,신경치료 후기,N,810
2025-02,신경치료 후기,N,690
2023-11,신경치료 후기,N,820
2024-10,신경치료 후기,N,920
2025-01,신경치료 후기,N,620
2025-05,신경치료 후기,N,730
2024-06,치근단절제술,N,3530
2024-09,치근단절제술,N,2770
2024-03,치근단절제술,N,3440
2024-07,치근단절제술,N,3510
2023-08,치근단절제술,N,3360
2024-08,치근단절제술,N,3290
2024-12,치근단절제술,N,3280
2024-02,치근단절제술,N,3260
2023-10,치근단절제술,N,2970
2023-12,치근단절제술,N,3370
2024-04,치근단절제술,N,3400
2025-06,치근단절제술,N,2930
2024-11,치근단절제술,N,3220
2025-03,치근단절제술,N,3330
2025-04,치근단절제술,N,3240
2023-07,치근단절제술,N,3180
2023-09,치근단절제술,N,2820
2024-01,치근단절제술,N,3740
2024-05,치근단절제술,N,3270
2025-02,치근단절제술,N,3080
2023-11,치근단절제술,N,3200
2024-10,치근단절제술,N,3130
2025-01,치근단절제술,N,3180
2025-05,치근단절제술,N,2960
2024-06,교정 앞니 흔들림,N,32
2024-09,교정 앞니 흔들림,N,48
2024-03,교정 앞니 흔들림,N,34
2024-07,교정 앞니 흔들림,N,54
2023-08,교정 앞니 흔들림,N,30
2024-08,교정 앞니 흔들림,N,56
2024-12,교정 앞니 흔들림,N,23
2024-02,교정 앞니 흔들림,N,21
2023-10,교정 앞니 흔들림,N,42
2023-12,교정 앞니 흔들림,N,35
2024-04,교정 앞니 흔들림,N,51
2025-06,교정 앞니 흔들림,N,35
2024-11,교정 앞니 흔들림,N,34
2025-03,교정 앞니 흔들림,N,58
2025-04,교정 앞니 흔들림,N,43
2023-07,교정 앞니 흔들림,N,34
2023-09,교정 앞니 흔들림,N,33
2024-01,교정 앞니 흔들림,N,31
2024-05,교정 앞니 흔들림,N,43
2025-02,교정 앞니 흔들림,N,62
2023-11,교정 앞니 흔들림,N,32
2024-10,교정 앞니 흔들림,N,41
2025-01,교정 앞니 흔들림,N,44
2025-05,교정 앞니 흔들림,N,53
2024-06,엔도 치과,N,36
2024-09,엔도 치과,N,34
2024-03,엔도 치과,N,55
2024-07,엔도 치과,N,55
2023-08,엔도 치과,N,47
2024-08,엔도 치과,N,45
2024-12,엔도 치과,N,38
2024-02,엔도 치과,N,38
2023-10,엔도 치과,N,47
2023-12,엔도 치과,N,24
2024-04,엔도 치과,N,36
2025-06,엔도 치과,N,35
2024-11,엔도 치과,N,35
2025-03,엔도 치과,N,39
2025-04,엔도 치과,N,35
2023-07,엔도 치과,N,44
2023-09,엔도 치과,N,37
2024-01,엔도 치과,N,55
2024-05,엔도 치과,N,33
2025-02,엔도 치과,N,45
2023-11,엔도 치과,N,34
2024-10,엔도 치과,N,49
2025-01,엔도 치과,N,43
2025-05,엔도 치과,N,45
2024-06,신경치료 치아 변색,N,34
2024-09,신경치료 치아 변색,N,43
2024-03,신경치료 치아 변색,N,26
2024-07,신경치료 치아 변색,N,42
2023-08,신경치료 치아 변색,N,47
2024-08,신경치료 치아 변색,N,44
2024-12,신경치료 치아 변색,N,40
2024-02,신경치료 치아 변색,N,43
2023-10,신경치료 치아 변색,N,37
2023-12,신경치료 치아 변색,N,60
2024-04,신경치료 치아 변색,N,67
2025-06,신경치료 치아 변색,N,25
2024-11,신경치료 치아 변색,N,39
2025-03,신경치료 치아 변색,N,90
2025-04,신경치료 치아 변색,N,58
2023-07,신경치료 치아 변색,N,46
2023-09,신경치료 치아 변색,N,44
2024-01,신경치료 치아 변색,N,59
2024-05,신경치료 치아 변색,N,40
2025-02,신경치료 치아 변색,N,80
2023-11,신경치료 치아 변색,N,38
2024-10,신경치료 치아 변색,N,32
2025-01,신경치료 치아 변색,N,58
2025-05,신경치료 치아 변색,N,66
2024-06,어금니 퇴축,N,11
2024-09,어금니 퇴축,N,12
2024-03,어금니 퇴축,N,22
2023-08,어금니 퇴축,N,12
2024-08,어금니 퇴축,N,11
2024-12,어금니 퇴축,N,12
2024-02,어금니 퇴축,N,10
2023-10,어금니 퇴축,N,24
2023-12,어금니 퇴축,N,10
2024-04,어금니 퇴축,N,10
2025-06,어금니 퇴축,N,10
2024-11,어금니 퇴축,N,13
2025-04,어금니 퇴축,N,11
2023-07,어금니 퇴축,N,13
2024-01,어금니 퇴축,N,11
2024-05,어금니 퇴축,N,10
2023-11,어금니 퇴축,N,11
2024-10,어금니 퇴축,N,21
2025-01,어금니 퇴축,N,12
2024-06,어금니 크랙 인레이,N,16
2024-03,어금니 크랙 인레이,N,11
2024-12,어금니 크랙 인레이,N,10
2025-06,어금니 크랙 인레이,N,10
2023-07,어금니 크랙 인레이,N,11
2024-06,앞니 파절 신경치료,N,12
2024-09,앞니 파절 신경치료,N,12
2023-10,앞니 파절 신경치료,N,11
2025-06,앞니 파절 신경치료,N,13
2025-03,앞니 파절 신경치료,N,12
2025-04,앞니 파절 신경치료,N,26
2024-05,앞니 파절 신경치료,N,11
2023-11,앞니 파절 신경치료,N,12
2024-09,동탄 잇몸 치과,N,10
2024-06,레진,N,64260
2024-09,레진,N,65670
2024-03,레진,N,64920
2024-07,레진,N,69660
2023-08,레진,N,74760
2024-08,레진,N,67710
2024-12,레진,N,67930
2024-02,레진,N,65360
2023-10,레진,N,61760
2023-12,레진,N,67580
2024-04,레진,N,60530
2025-06,레진,N,73770
2024-11,레진,N,68390
2025-03,레진,N,72900
2025-04,레진,N,71350
2023-07,레진,N,76390
2023-09,레진,N,63750
2024-01,레진,N,72930
2024-05,레진,N,66900
2025-02,레진,N,69820
2023-11,레진,N,68230
2024-10,레진,N,68090
2025-01,레진,N,75630
2025-05,레진,N,73490
2024-06,리엔도,N,50
2024-09,리엔도,N,50
2024-03,리엔도,N,50
2024-07,리엔도,N,70
2023-08,리엔도,N,80
2024-08,리엔도,N,47
2024-12,리엔도,N,60
2024-02,리엔도,N,50
2023-10,리엔도,N,40
2023-12,리엔도,N,60
2024-04,리엔도,N,50
2025-06,리엔도,N,50
2024-11,리엔도,N,50
2025-03,리엔도,N,70
2025-04,리엔도,N,60
2023-07,리엔도,N,80
2023-09,리엔도,N,70
2024-01,리엔도,N,60
2024-05,리엔도,N,50
2025-02,리엔도,N,50
2023-11,리엔도,N,80
2024-10,리엔도,N,50
2025-01,리엔도,N,60
2025-05,리엔도,N,50
2024-06,동탄역 임플란트,N,60
2024-09,동탄역 임플란트,N,70
2024-03,동탄역 임플란트,N,60
2024-07,동탄역 임플란트,N,70
2023-08,동탄역 임플란트,N,90
2024-08,동탄역 임플란트,N,80
2024-12,동탄역 임플란트,N,40
2024-02,동탄역 임플란트,N,50
2023-10,동탄역 임플란트,N,40
2023-12,동탄역 임플란트,N,40
2024-04,동탄역 임플란트,N,60
2025-06,동탄역 임플란트,N,29
2024-11,동탄역 임플란트,N,50
2025-03,동탄역 임플란트,N,50
2025-04,동탄역 임플란트,N,40
2023-07,동탄역 임플란트,N,30
2023-09,동탄역 임플란트,N,80
2024-01,동탄역 임플란트,N,50
2024-05,동탄역 임플란트,N,60
2025-02,동탄역 임플란트,N,50
2023-11,동탄역 임플란트,N,50
2024-10,동탄역 임플란트,N,60
2025-01,동탄역 임플란트,N,60
2025-05,동탄역 임플란트,N,30
2024-12,치근수직파절,N,11
2023-12,치근수직파절,N,10
2024-01,치근수직파절,N,11
2025-01,치근수직파절,N,12
2024-09,작은어금니 파절,N,11
2024-03,작은어금니 파절,N,10
2023-08,작은어금니 파절,N,11
2024-04,작은어금니 파절,N,10
2025-03,작은어금니 파절,N,11
2023-12,동탄 충치치과,N,10
2024-04,동탄 충치치과,N,11
2025-03,동탄 충치치과,N,12
2025-01,동탄 충치치과,N,18
2025-05,동탄 충치치과,N,15
2024-07,치아 신경치료 재발,N,11
2023-08,치아 신경치료 재발,N,11
2024-08,치아 신경치료 재발,N,12
2025-04,치아 신경치료 재발,N,12
2024-06,어금니 금 신경치료,N,12
2024-09,어금니 금 신경치료,N,11
2024-03,어금니 금 신경치료,N,14
2024-07,어금니 금 신경치료,N,12
2024-12,어금니 금 신경치료,N,10
2025-06,어금니 금 신경치료,N,13
2024-11,어금니 금 신경치료,N,16
2025-03,어금니 금 신경치료,N,12
2025-04,어금니 금 신경치료,N,10
2023-07,어금니 금 신경치료,N,12
2024-05,어금니 금 신경치료,N,11
2025-02,어금니 금 신경치료,N,13
2024-10,어금니 금 신경치료,N,11
2025-05,어금니 금 신경치료,N,24
2024-06,교정 치수괴사,N,27
2024-09,교정 치수괴사,N,21
2024-03,교정 치수괴사,N,14
2024-07,교정 치수괴사,N,13
2023-08,교정 치수괴사,N,30
2024-08,교정 치수괴사,N,36
2024-12,교정 치수괴사,N,26
2024-02,교정 치수괴사,N,30
2023-10,교정 치수괴사,N,11
2023-12,교정 치수괴사,N,11
2024-04,교정 치수괴사,N,25
2025-06,교정 치수괴사,N,11
2024-11,교정 치수괴사,N,27
2025-03,교정 치수괴사,N,42
2025-04,교정 치수괴사,N,23
2023-07,교정 치수괴사,N,34
2023-09,교정 치수괴사,N,32
2024-01,교정 치수괴사,N,14
2024-05,교정 치수괴사,N,18
2025-02,교정 치수괴사,N,43
2023-11,교정 치수괴사,N,13
2024-10,교정 치수괴사,N,12
2025-01,교정 치수괴사,N,10
2025-05,교정 치수괴사,N,11
2024-02,이가 까매졌어요,N,13
2025-04,치과치료 얼굴붓기,N,12
2023-11,치과치료 얼굴붓기,N,11
2024-07,치과 얼굴붓기,N,10
2024-04,치과 얼굴붓기,N,10
2025-04,치과 얼굴붓기,N,12
2024-06,벌어진 치아 레진,N,640
2024-09,벌어진 치아 레진,N,610
2024-03,벌어진 치아 레진,N,760
2024-07,벌어진 치아 레진,N,640
2023-08,벌어진 치아 레진,N,870
2024-08,벌어진 치아 레진,N,580
2024-12,벌어진 치아 레진,N,750
2024-02,벌어진 치아 레진,N,730
2023-10,벌어진 치아 레진,N,910
2023-12,벌어진 치아 레진,N,830
2024-04,벌어진 치아 레진,N,690
2025-06,벌어진 치아 레진,N,530
2024-11,벌어진 치아 레진,N,690
2025-03,벌어진 치아 레진,N,400
2025-04,벌어진 치아 레진,N,440
2023-07,벌어진 치아 레진,N,780
2023-09,벌어진 치아 레진,N,920
2024-01,벌어진 치아 레진,N,800
2024-05,벌어진 치아 레진,N,680
2025-02,벌어진 치아 레진,N,560
2023-11,벌어진 치아 레진,N,820
2024-10,벌어진 치아 레진,N,530
2025-01,벌어진 치아 레진,N,670
2025-05,벌어진 치아 레진,N,500
2024-06,왜소치 라미네이트,N,220
2024-09,왜소치 라미네이트,N,310
2024-03,왜소치 라미네이트,N,290
2024-07,왜소치 라미네이트,N,240
2023-08,왜소치 라미네이트,N,270
2024-08,왜소치 라미네이트,N,240
2024-12,왜소치 라미네이트,N,240
2024-02,왜소치 라미네이트,N,270
2023-10,왜소치 라미네이트,N,230
2023-12,왜소치 라미네이트,N,200
2024-04,왜소치 라미네이트,N,260
2025-06,왜소치 라미네이트,N,210
2024-11,왜소치 라미네이트,N,270
2025-03,왜소치 라미네이트,N,290
2025-04,왜소치 라미네이트,N,260
2023-07,왜소치 라미네이트,N,310
2023-09,왜소치 라미네이트,N,270
2024-01,왜소치 라미네이트,N,340
2024-05,왜소치 라미네이트,N,240
2025-02,왜소치 라미네이트,N,310
2023-11,왜소치 라미네이트,N,230
2024-10,왜소치 라미네이트,N,280
2025-01,왜소치 라미네이트,N,240
2025-05,왜소치 라미네이트,N,230
2024-06,부근관,N,30
2024-09,부근관,N,12
2024-03,부근관,N,26
2024-08,부근관,N,16
2024-12,부근관,N,15
2023-12,부근관,N,20
2024-04,부근관,N,28
2025-06,부근관,N,16
2024-11,부근관,N,20
2025-04,부근관,N,14
2023-07,부근관,N,10
2023-11,부근관,N,20
2025-05,부근관,N,11
2024-02,동탄역 라미네이트,N,10
2023-07,동탄역 라미네이트,N,10
2023-08,임플란트 4개월,N,13
2024-02,임플란트 4개월,N,13
2023-09,임플란트 4개월,N,15
2024-01,임플란트 4개월,N,12
2025-01,임플란트 4개월,N,14
2024-06,전치부 임플란트,N,340
2024-09,전치부 임플란트,N,350
2024-03,전치부 임플란트,N,40
2024-07,전치부 임플란트,N,430
2023-08,전치부 임플란트,N,30
2024-08,전치부 임플란트,N,310
2024-12,전치부 임플란트,N,300
2024-02,전치부 임플란트,N,20
2023-10,전치부 임플란트,N,30
2023-12,전치부 임플란트,N,30
2024-04,전치부 임플란트,N,360
2025-06,전치부 임플란트,N,180
2024-11,전치부 임플란트,N,330
2025-03,전치부 임플란트,N,200
2025-04,전치부 임플란트,N,180
2023-07,전치부 임플란트,N,60
2023-09,전치부 임플란트,N,30
2024-01,전치부 임플란트,N,60
2024-05,전치부 임플란트,N,390
2025-02,전치부 임플란트,N,220
2023-11,전치부 임플란트,N,40
2024-10,전치부 임플란트,N,390
2025-01,전치부 임플란트,N,250
2025-05,전치부 임플란트,N,220
2024-06,상악동 염증,N,440
2024-09,상악동 염증,N,420
2024-03,상악동 염증,N,550
2024-07,상악동 염증,N,460
2023-08,상악동 염증,N,450
2024-08,상악동 염증,N,450
2024-12,상악동 염증,N,500
2024-02,상악동 염증,N,520
2023-10,상악동 염증,N,430
2023-12,상악동 염증,N,530
2024-04,상악동 염증,N,550
2025-06,상악동 염증,N,400
2024-11,상악동 염증,N,480
2025-03,상악동 염증,N,450
2025-04,상악동 염증,N,460
2023-07,상악동 염증,N,520
2023-09,상악동 염증,N,440
2024-01,상악동 염증,N,640
2024-05,상악동 염증,N,570
2025-02,상악동 염증,N,410
2023-11,상악동 염증,N,580
2024-10,상악동 염증,N,430
2025-01,상악동 염증,N,500
2025-05,상악동 염증,N,350
2024-06,크라운 잇몸 색,N,11
2024-09,크라운 잇몸 색,N,23
2024-03,크라운 잇몸 색,N,11
2024-07,크라운 잇몸 색,N,25
2023-08,크라운 잇몸 색,N,11
2024-08,크라운 잇몸 색,N,20
2024-12,크라운 잇몸 색,N,14
2024-02,크라운 잇몸 색,N,13
2023-12,크라운 잇몸 색,N,10
2024-04,크라운 잇몸 색,N,11
2025-06,크라운 잇몸 색,N,11
2024-11,크라운 잇몸 색,N,14
2025-04,크라운 잇몸 색,N,10
2023-07,크라운 잇몸 색,N,20
2023-09,크라운 잇몸 색,N,11
2024-01,크라운 잇몸 색,N,22
2024-05,크라운 잇몸 색,N,12
2024-10,크라운 잇몸 색,N,22
2025-01,크라운 잇몸 색,N,13
2025-05,크라운 잇몸 색,N,13
2024-06,동탄호수공원 치과,N,320
2024-09,동탄호수공원 치과,N,360
2024-03,동탄호수공원 치과,N,340
2024-07,동탄호수공원 치과,N,350
2023-08,동탄호수공원 치과,N,300
2024-08,동탄호수공원 치과,N,350
2024-12,동탄호수공원 치과,N,300
2024-02,동탄호수공원 치과,N,350
2023-10,동탄호수공원 치과,N,340
2023-12,동탄호수공원 치과,N,350
2024-04,동탄호수공원 치과,N,320
2025-06,동탄호수공원 치과,N,1660
2024-11,동탄호수공원 치과,N,330
2025-03,동탄호수공원 치과,N,290
2025-04,동탄호수공원 치과,N,570
2023-07,동탄호수공원 치과,N,330
2023-09,동탄호수공원 치과,N,310
2024-01,동탄호수공원 치과,N,270
2024-05,동탄호수공원 치과,N,380
2025-02,동탄호수공원 치과,N,310
2023-11,동탄호수공원 치과,N,280
2024-10,동탄호수공원 치과,N,290
2025-01,동탄호수공원 치과,N,290
2025-05,동탄호수공원 치과,N,410
2024-06,endo 과정,N,40
2024-09,endo 과정,N,27
2024-03,endo 과정,N,27
2024-07,endo 과정,N,87
2023-08,endo 과정,N,15
2024-08,endo 과정,N,16
2024-12,endo 과정,N,35
2024-02,endo 과정,N,20
2023-10,endo 과정,N,20
2023-12,endo 과정,N,16
2024-04,endo 과정,N,24
2025-06,endo 과정,N,30
2024-11,endo 과정,N,27
2025-03,endo 과정,N,13
2025-04,endo 과정,N,24
2023-07,endo 과정,N,78
2023-09,endo 과정,N,29
2024-01,endo 과정,N,88
2024-05,endo 과정,N,45
2025-02,endo 과정,N,17
2023-11,endo 과정,N,20
2024-10,endo 과정,N,22
2025-01,endo 과정,N,59
2025-05,endo 과정,N,12
2023-08,금간 어금니 신경치료,N,10
2025-03,금간 어금니 신경치료,N,10
2024-05,금간 어금니 신경치료,N,11
2024-06,엔도 과정,N,24
2024-09,엔도 과정,N,11
2024-03,엔도 과정,N,43
2024-07,엔도 과정,N,55
2023-08,엔도 과정,N,22
2024-08,엔도 과정,N,25
2024-12,엔도 과정,N,15
2024-02,엔도 과정,N,12
2023-10,엔도 과정,N,10
2023-12,엔도 과정,N,12
2024-04,엔도 과정,N,27
2025-06,엔도 과정,N,25
2024-11,엔도 과정,N,17
2025-03,엔도 과정,N,37
2025-04,엔도 과정,N,26
2023-07,엔도 과정,N,54
2023-09,엔도 과정,N,10
2024-01,엔도 과정,N,68
2024-05,엔도 과정,N,23
2025-02,엔도 과정,N,34
2023-11,엔도 과정,N,13
2024-10,엔도 과정,N,21
2025-01,엔도 과정,N,34
2025-05,엔도 과정,N,10
2024-06,옆면 충치,N,26
2024-09,옆면 충치,N,34
2024-03,옆면 충치,N,40
2024-07,옆면 충치,N,47
2023-08,옆면 충치,N,60
2024-08,옆면 충치,N,46
2024-12,옆면 충치,N,46
2024-02,옆면 충치,N,49
2023-10,옆면 충치,N,47
2023-12,옆면 충치,N,50
2024-04,옆면 충치,N,48
2025-06,옆면 충치,N,45
2024-11,옆면 충치,N,37
