postId,post_title,posting_score_numeric,exposure_score,score_가독성,score_주제,score_콘텐츠,score_키워드,score_형태소,score_후기/정보,content_with_space,word_count,valid_images,invalid_images,non_brand_inflow,non_brand_average_C
223567150315,"""선생님 앞니가 깨졌어요."" 동탄2 치과 앞니 레진 수복으로 당일 치료 진행 과정",5,37.71,74.9,70.42,69.41,79.18,70.9,75.0,1494.0,105.0,2.0,2.0,39,0.0208523761139993
223426266336,"동탄역 치과 ""잇몸이 붓고 흔들려요."" 치주염 및 매복 사랑니를 동반하고 있었던 분, 가이드 임플란트 식립 과정",5,37.71,75.29,68.42,59.96,84.62,61.77,72.0,1644.0,124.0,0.0,7.0,37,0.02440802567524785
223170259404,화성치과추천 받고 왔어요. 앞니가 깨졌는데.. 치료받을 수 있을까요? (라미네이트 임상 증례),5,37.71,78.46,64.75,60.7,81.11,54.22,13.0,1688.0,107.0,3.0,1.0,26,0.004166666666666667
223329529682,"동탄북광장치과 '잇몸에 생긴 큰 고름, 원인은 채워지지 않은 근관?'",5,37.71,75.16,72.93,68.6,80.03,57.86,64.0,1357.0,109.0,1.0,4.0,36,0.0033510856632298757
223398163987,"동탄2목동치과 어둡게 변한 앞니, 발치 후 즉시 식립 임플란트를 할 수밖에 없었던 이유",5,37.71,75.36,69.29,59.17,78.25,59.33,71.0,1562.0,103.0,0.0,6.0,32,0.01253208661795347
223472120224,"신경 치료 동탄 치과, 미루면 더 아파질 뿐입니다.",5,37.71,76.88,69.11,61.58,83.01,33.64,18.0,1780.0,115.0,3.0,2.0,32,0.0036363636363636364
223688912947,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0.008156813442332156
223195081723,동탄치과 발치 후 즉시 식립 임플란트로 어금니 이차우식 개선 완료!,5,37.71,73.63,73.65,58.82,86.68,60.75,71.0,1503.0,99.0,3.0,1.0,34,0.007931759660385892
223827530915,앞니가 깨졌을 때 대처법 동탄 치과 에서 알아보는 레진 수복 치료,5,37.71,78.69,69.72,62.5,83.52,70.18,90.0,1924.0,140.0,0.0,5.0,33,0.0042147512654134795
223736985385,오산동 치과 치근만 남은 앞니 파절 신경치료 후 크라운을 통해 되찾은 사례,5,36.47,78.08,65.64,61.61,81.81,53.52,79.0,1825.0,133.0,4.0,4.0,32,0.023201863665975743
223147720485,임플란트 주위염이 생겼다?! 동탄역 치과 에서 어떻게 개선을 도와드렸을까?,5,36.47,75.25,70.76,67.56,83.33,58.39,19.0,2092.0,122.0,0.0,9.0,26,0.008083668263437913
223461648342,"동탄2치과 앞니 파절 및 비심미적인 형태, 지르코니아 크라운으로 개선 완료👏🏻",5,37.71,75.83,65.42,59.05,81.58,62.19,18.0,1526.0,95.0,0.0,5.0,19,0.005135956485409094
223773517706,동탄역 치과 어금니 충치으로 레진과 세라믹 인레이를 수복한 과정,5,36.47,81.99,71.71,59.26,84.58,59.82,11.0,1569.0,112.0,0.0,8.0,29,0.0022657964562292133
223773517706,동탄역 치과 어금니 충치으로 레진과 세라믹 인레이를 수복한 과정,5,36.47,81.99,71.71,59.26,84.58,59.82,11.0,1569.0,112.0,0.0,8.0,29,0.0022657964562292133
223595953482,동탄 치과 깊게 파고드는 충치 인레이 치료 과정을 통해 자연치 살리기,5,37.71,78.26,69.69,59.44,87.76,66.91,10.0,1601.0,117.0,0.0,4.0,24,0.001983780660199546
223620072636,자연스러운 모습으로 왜소치를 해결하고 싶다면? 동탄 치과 라미네이트 치료 사례,5,37.71,77.83,66.68,60.25,78.96,61.45,61.0,1659.0,111.0,4.0,1.0,28,0.004592549961973545
223836024559,인레이 깨짐 또는 빠졌을 때 원인과 해결책 오산동 치과 에서 알아봅시다.,5,37.71,77.81,64.17,61.44,83.49,42.35,86.0,1806.0,147.0,0.0,4.0,28,0.0295834929047921
223264573936,"어금니 충치 제거 중 드러난 치수 조직, 동탄역 치과 에서 어떻게 개선을 도왔을까?",5,37.71,76.76,65.0,68.4,83.44,62.31,15.0,1332.0,110.0,0.0,4.0,27,0.02865530202486724
223453337978,"동탄2치과 잇몸 염증, 나아가 자연치 탈락의 원인이 될 수 있다? 전악 임플란트 수복 케이스✨",5,37.71,76.56,66.03,68.93,80.76,60.45,92.0,2227.0,130.0,4.0,2.0,25,0.008165247196481018
223672012238,화성 소재지에 있는 치과 에서 치아 뿌리 끝 염증으로 인해 신경치료 후 크라운을 진행했던 케이스,5,37.71,75.05,66.03,58.41,78.84,57.46,4.0,1502.0,109.0,1.0,3.0,26,0.01337010013085282
223838896283,"초기 충치 방치하면 벌어지는 일, 동탄 치과 에서 인접면 우식 진행과 치료 과정으로 알아보는 조기 대처의 중요성.",5,36.47,78.09,66.86,62.15,79.47,66.87,93.0,1857.0,151.0,3.0,5.0,24,0.024196582091318933
223319741081,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0.0158160552897395
223652586578,상악동 거상술 술식 측방 접근법을 통해 안전하게 임플란트 재식립 한 사례 동탄역 치과,5,37.71,76.43,69.84,61.6,84.81,60.58,74.0,1830.0,119.0,0.0,5.0,22,0.006862348178137651
223855422665,화성 동탄역 치과 에서 알려드리는 임플란트 까지 이어질 수 있는 '수직 치근 파절',5,37.71,77.21,67.88,61.46,84.47,51.43,65.0,1800.0,131.0,3.0,4.0,25,0.02369576968180298
223221503683,"동탄치과추천 치근 파절, 조기 발견이 왜 어려운 걸까?",5,38.35,78.86,73.79,67.27,89.01,63.61,35.0,1243.0,90.0,0.0,1.0,22,0.021217382154882156
223273627729,동탄 치과 에서 임플란트 주위 염증으로 흔들림 후 재수술까지 신중하게,-1,0.0,76.56,69.95,67.83,83.5,61.25,86.0,2114.0,149.0,2.0,5.0,25,0.12778160836984365
223493106667,"동탄역 치과 , 치주 질환 신속히 치료받지 않으면 치아를 뽑아야 될 수 있습니다.",5,36.47,77.33,64.76,59.98,85.52,57.91,17.0,1645.0,95.0,4.0,5.0,26,0.014154589371980676
223805053360,동탄 치과 앞니 부러짐 신경치료 후 크라운 또는 레진 치료하게 되는 기준이 무엇일까요?,5,37.71,77.36,64.71,67.04,81.77,53.15,94.0,2046.0,155.0,2.0,4.0,26,0.007768387825980035
223184556078,"""임플란트가 2개월 만에 완성이 된다?!"" 외상으로 인한 치아 파절 개선 증례 동탄역치과추천",5,37.71,77.63,67.21,66.67,78.25,58.28,90.0,2028.0,140.0,5.0,0.0,24,0.011652550348202523
223486986872,"동탄역 치과 , 틀니는 불편하고 임플란트는 부담될 때 이렇게 치료할 수 있습니다!",5,36.47,77.29,61.83,59.28,85.8,57.19,62.0,1556.0,97.0,0.0,8.0,25,0.012316828861451287
223633437760,잇몸 퇴축으로 인해 치아가 빠진다면? 오산동 치과 다수의 어금니 임플란트 식립으로 저작기능 회복한 증례,5,37.71,79.2,65.39,61.38,78.14,61.15,72.0,1808.0,128.0,3.0,1.0,26,0.03148426088031406
223687414025,오산동 치과 치아 깨짐 통증으로 인한 앞니 신경치료 과정을 진행했던 케이스,5,37.71,76.56,69.16,61.87,81.15,61.67,74.0,1851.0,134.0,2.0,4.0,24,0.014562976064051922
223880864293,"화성 동탄역 치과 에서 함께 분석해 보는, 염증이 꽉 차있던 리엔도 사례",5,37.71,73.78,67.02,70.48,84.23,41.0,77.0,2363.0,169.0,1.0,6.0,20,0.021818181818181816
223326895234,'상악동에 염증이 퍼졌다?' 40대 동탄 임플란트 식립 과정,5,37.71,75.84,72.05,67.16,84.53,57.52,42.0,1258.0,99.0,1.0,6.0,24,0.0027689124391199493
223800709422,인접면 충치 화성 치과 에서 인레이 치료 과정 및 세라믹 재료 특징 살펴봅시다!,5,37.71,79.43,69.75,69.13,87.19,72.48,94.0,2269.0,147.0,0.0,5.0,25,0.006396355934082995
223680022380,앞니가 깨졌을 때 어떻게 해야 할까? 화성 치과 에서 치아 파절 신경치료를 통해 심미성 회복한 케이스,5,37.71,78.85,63.38,60.23,77.51,60.71,72.0,1675.0,123.0,1.0,5.0,21,0.009651442307692309
223179567720,'앞니 하나가 흔들리는데 검진받아볼 수 있을까요? 동탄치과추천 받고 왔어요.' 브릿지 수복 증례,5,37.71,78.06,65.25,69.45,84.3,60.74,70.0,1492.0,104.0,3.0,1.0,21,0.0007782600219575009
223381312568,동탄역 치과 치아 앞니 사이 벌어짐 어떻게 해결할까? 다이아스테마 레진 치료로,-1,0.0,79.74,70.24,60.46,85.75,63.91,84.0,1704.0,98.0,0.0,3.0,23,0.007055555555555555
223795754394,잇몸에 고름 주머니 치아 문제일 수 있습니다 동탄 치과 에서 재신경치료 하는 원인 살펴봅시다.,5,37.71,78.74,65.3,60.72,81.5,65.59,92.0,1741.0,112.0,0.0,6.0,23,0.007588396496477408
223258396983,"동탄 치과 ""왼쪽 어금니가 전체적으로 시큰해요."" 숨어있는 근관 찾기",5,36.47,75.89,66.74,59.32,84.67,33.39,70.0,1568.0,112.0,1.0,9.0,20,0.004988617459066632
223243681120,"크기가 작은 왜소치, 구강질환이 생길 확률도 높아진다? 동탄치과추천",5,36.47,77.6,70.27,60.14,82.03,50.69,20.0,1644.0,124.0,11.0,3.0,17,0.0002717391304347826
223639488509,충치 치료를 통해 수복한 레진이 파절되었을 때 어떻게 할까? 화성 치과 에서 세라믹 인레이 과정을 통해 해결한 사례,5,37.71,77.76,65.25,60.62,74.45,62.62,81.0,1729.0,125.0,0.0,3.0,22,0.011915321264351736
223864036929,오산동 치과 미세 현미경이 필요한 MB Canal 신경치료,5,37.71,75.46,75.15,63.55,87.81,45.73,78.0,1985.0,139.0,2.0,4.0,20,0.0052741466957153225
223582734928,동탄2 치과 치조골 흡수로 인해 흔들리고 이동으로 앞니 임플란트 식립할 수밖에 없었던 사례,5,37.71,77.81,64.93,59.64,82.25,60.68,72.0,1612.0,113.0,3.0,3.0,20,0.012153110047846891
223135306927,동탄 치과 에서 구강 내에 나타난 다발성 충치를 개선해 드렸던 스토리,5,36.47,77.2,68.63,61.07,76.62,58.87,74.0,1734.0,124.0,0.0,10.0,20,0.03774829745417981
223142147666,"""앞니 크라운이 예쁘지도 않고, 주변 잇몸이 계속 붓더라고요.."" 동탄역 치과",-1,0.0,77.26,65.94,61.55,81.1,58.2,18.0,1785.0,134.0,0.0,8.0,14,0.0
223593477720,"벌어져있는 치아, 레진으로 앞니 사이 채워 넣어 감쪽같이 해결한 증례 오산동 치과",5,37.71,77.66,68.31,60.15,78.56,65.57,14.0,1662.0,115.0,4.0,1.0,19,0.011135971578466962
223755253807,화성 치과 어금니 잇몸 염증으로 심한 골소실 있는 케이스 발치 후 임플란트 지연 식립 한 과정,5,37.71,75.38,68.89,60.4,85.4,66.02,78.0,1695.0,118.0,1.0,4.0,20,0.005811120501273302
223561578738,화성 치과 다시 욱신거리는 통증 신경치료가 필요한 신호일수 있습니다.,5,37.71,77.36,66.66,60.27,82.23,61.94,70.0,1676.0,124.0,3.0,2.0,17,0.002121212121212121
223807794823,오래된 보철 충치와 염증으로 인해 오산동 치과 에서 발치 후 임플란트 브릿지 시행했습니다.,5,37.71,75.83,65.28,66.56,79.81,65.48,97.0,2064.0,144.0,4.0,2.0,19,0.009242751960848573
223843922177,치경부 마모증 왜 이가 시릴까요 동탄역 치과 에서 원인과 레진 치료 과정 살펴보기.,5,37.71,79.29,70.42,68.85,83.03,61.98,90.0,2221.0,179.0,0.0,3.0,14,0.00683982683982684
223185551859,"까맣게 색이 변한 앞니, 어떻게 개선을 도와드렸을까? 오산동치과추천 받고 오셨던 분",5,37.71,77.93,67.2,69.1,83.48,56.07,73.0,1477.0,89.0,1.0,4.0,14,0.005937500000000001
223372527171,"""앞니가 부러졌어요."" 동탄호수공원 치과 전치부 임플란트 케이스",5,36.47,76.59,72.86,60.53,82.14,58.0,76.0,1668.0,130.0,3.0,5.0,18,0.009559983756816336
223445765237,"앞니 벌어짐, 오산동 치과 애서는 단 30분 만에 해결할 수 있습니다😊",-1,0.0,76.73,70.05,59.39,81.55,61.63,65.0,1566.0,101.0,0.0,3.0,13,0.0014619883040935672
223783492274,신경치료 한 부위 치아가 어둡다면 동탄역 치과 에서는 어떻게 치료하게 될까요?,5,36.47,77.14,64.57,62.02,79.74,48.84,83.0,1840.0,139.0,6.0,2.0,17,0.012794572328510882
223188852298,동탄임플란트 치과에서 상악동 거상술을 동반한 식립을 진행했던 스토리,5,37.71,75.34,69.84,59.67,85.42,56.94,64.0,1570.0,106.0,2.0,2.0,11,0.002349351639969489
223574319522,"동탄 치과 초기 충치 치료, 왜 시기를 놓치면 안 될까요? 발치부터 임플란트 식립까지 증례",-1,0.0,79.19,61.55,59.9,85.94,63.33,78.0,1650.0,113.0,2.0,2.0,5,0.07115069615069615
223786013522,앞니가 깨졌을 때 동탄신도시 치과 에서 레진 치료를 통해 자연스러운 형태의 치아로 되찾을 수 있습니다.,0,0.0,77.56,0.0,66.58,77.25,59.68,83.0,2037.0,144.0,1.0,2.0,15,0.019260778888679286
223566420908,앞니 깨짐 어떤 치료를 받아야 할까? 동탄동 치과,-1,0.0,78.33,75.49,60.26,77.42,49.38,84.0,1668.0,114.0,0.0,3.0,15,0.006472652385600976
223569663447,"""양쪽 어금니가 흔들리고 아파요"" 오산동 치과 양쪽 어금니 발치 후 임플란트 과정",-1,0.0,77.5,68.92,60.38,82.21,65.92,7.0,1673.0,121.0,0.0,3.0,13,0.007936507936507936
223883326729,"동탄동 충치치료, 앞니 사이 레진의 장점 및 적응증에 대하여",5,37.71,73.24,68.61,61.54,88.7,47.71,55.0,1765.0,139.0,5.0,2.0,12,0.0006310280078082474
223875842051,"화성 소아진료 치과, 앞니 부러짐 꼭 신경치료를 해야 될까요? (feat. 치수복조에 대하여)",5,37.71,72.51,60.99,62.12,87.56,57.2,80.0,1882.0,144.0,4.0,3.0,14,0.0029411764705882353
223209608215,"동탄치과 '잇몸에서 나오는 고름, 어떻게 해결할 수 있을까?'",5,37.71,75.1,75.18,67.7,79.4,58.33,13.0,1271.0,86.0,2.0,3.0,10,0.0037142255892255896
223249211681,치아 뿌리를 잘라서 자연치를 살릴 수 있다? 화성치과 보존과 전문의의 치근단 절제술 과정,-1,0.0,73.26,67.48,65.69,80.27,56.46,57.0,1021.0,86.0,1.0,5.0,10,0.0
223390910030,"치아 사이에 생긴 충치, 동탄역 치과 이맥스 인레이로 티 안 나게 메꿔드렸습니다🫢",-1,0.0,79.28,67.32,59.06,83.35,62.68,73.0,1505.0,99.0,0.0,3.0,13,0.005658385978463774
223880001893,동탄 신경치료 까지 이어질 뻔 했던 골드 인레이 속 2차 우식,5,37.71,74.09,67.46,61.86,83.37,40.59,65.0,1825.0,172.0,3.0,2.0,12,0.009196696696696696
223247611266,잇몸과 치아 사이(치경부)에도 충치가 생길 수 있나요? 동탄치과,-1,0.0,76.26,69.45,66.96,78.94,54.92,38.0,1179.0,88.0,0.0,4.0,9,0.003439153439153439
223416621409,"상악동과 거리가 가까운 소구치, 동탄역 치과 의 안전한 임플란트 식립 과정!",5,36.47,75.38,64.08,61.4,79.2,58.54,72.0,1793.0,138.0,0.0,13.0,11,0.007417668646482207
223911334860,"화성 동탄 치과 와 함께 보는, 옆면에 발생한 충치치료 후 세라믹 인레이 사례",5,37.71,77.0,66.98,71.46,80.52,53.97,97.0,2461.0,166.0,3.0,4.0,13,0.01276615283878384
223214107371,"치아 상실 및 정출, 동탄역치과 고난도 임플란트 식립으로 개선을 도와드렸던 증례",5,37.71,76.18,64.07,59.45,80.53,54.88,66.0,1549.0,118.0,3.0,1.0,8,0.0001524390243902439
223665255366,동탄동 치과 결손된 어금니로 인한 임플란트 상악동 거상술 과정과 수술 후 주의 사항,5,37.71,76.84,68.28,60.65,79.18,61.27,74.0,1722.0,114.0,2.0,4.0,11,0.011490683229813664
223857788386,동탄동 치과 에서 사례로 설명드리는 '깨진 인레이'에 대하여,5,37.71,74.19,70.74,60.75,77.12,36.07,61.0,1722.0,147.0,2.0,2.0,8,0.005304027819980418
223505228904,보철 내부에 발생한 이차 우식 오산동 치과 에서 깔끔하게 치료해 드린 사례,5,37.71,78.73,67.9,61.07,81.94,65.78,81.0,1771.0,102.0,0.0,4.0,9,0.03333333333333333
223529572559,"화성 치과 임플란트 증례 보이지 않는 염증, 치아를 갉아먹고 있을 수 있습니다.",5,37.71,78.61,60.12,59.74,87.74,60.39,75.0,1602.0,104.0,2.0,4.0,5,0.00625
223894869681,"화성 오산동 신경치료 이후 발생한 염증, 자연치아를 살릴 수 있는 접근법",5,37.71,70.89,64.67,71.35,86.27,57.23,81.0,2440.0,185.0,2.0,5.0,7,0.025641025641025644
223610202977,오산동 치과 [틀니보다 임플란트가 편한 이유는 무엇일까?],5,37.71,76.49,76.09,61.38,81.4,50.55,81.0,1812.0,130.0,3.0,2.0,8,0.0
223841268715,치아 빠졌을 때 나타날 수 있는 구강 변화 화성 치과 에서 뼈이식 임플란트를 통한 회복 과정.,5,37.71,75.6,64.23,61.81,76.02,68.55,82.0,1857.0,127.0,3.0,2.0,6,0.0004385964912280702
223735795643,동탄역 치과 치주염 증상으로 인한 어금니 흔들림 임플란트 상악동 거상술 측방 접근법을 진행 한 과정,5,37.71,79.99,67.02,60.38,83.81,62.36,78.0,1696.0,120.0,1.0,4.0,9,0.010101010101010102
223872218238,치아 머리 파절 및 만성치주염까지 동반된 어금니 동탄역 임플란트,5,37.71,74.15,70.3,62.44,81.1,49.74,68.0,1896.0,180.0,2.0,3.0,6,0.012301587301587301
223408605557,"[ 동탄역 치과 ] 치아 탈회, 흰색 반점 레진 치료 전, 후 비교",-1,0.0,74.55,71.81,69.19,86.41,66.53,15.0,1483.0,106.0,0.0,3.0,7,0.01317016317016317
223350038257,상악동과 거리가 가깝다면 임플란트를 심을 수 없는 걸까? 동탄2목동치과,5,37.71,75.51,62.37,69.59,79.96,53.71,71.0,1483.0,104.0,4.0,3.0,7,0.005714285714285714
223564055125,깨진 수복물 어떻게 해야 되나요? 세라믹 인레이로 치료한 케이스 동탄역 치과,-1,0.0,77.35,63.81,60.53,79.69,57.04,80.0,1678.0,116.0,0.0,4.0,3,2.463661000246366e-05
223802571164,"임플란트 부러짐, 재수술해야 될 수 있습니다 동탄역 치과 에서 크게 흔들리는 보철 정확한 원인 분석 후 치료 과정까지 살펴봅시다.",5,36.47,76.4,61.04,61.87,76.78,60.06,96.0,1846.0,140.0,6.0,4.0,6,0.015186455752493487
223832442086,안전한 임플란트 시술을 위한 방법 동탄역 치과 상악동 거상술 살펴봅시다.,5,37.71,76.55,68.91,68.7,81.78,62.06,100.0,2224.0,171.0,6.0,1.0,5,0.010125
223883087276,오산동 에서 알려드리는 치근단염을 방치하다 뼈가 더 녹기 전 신경치료 통해 살린 증례,5,36.47,71.83,61.23,61.83,75.64,32.34,78.0,1829.0,134.0,5.0,3.0,4,0.030303030303030304
223464390508,치아에 발생한 염증 가만히 두면 큰일 납니다!! 동탄역 치과 재신경치료&크라운,5,37.71,78.25,66.15,69.29,78.5,59.52,83.0,1449.0,111.0,3.0,2.0,4,0.0
223772043532,동탄2 치과 심한 골소실이 있는 케이스 지연 식립과 뼈이식을 통해 임플란트를 심어드렸습니다.,5,37.71,78.91,68.94,60.21,77.52,57.5,77.0,1702.0,123.0,1.0,3.0,6,0.0
223809471767,잇몸 염증 때문에 뼈가 파괴될 수 있습니다 동탄 치과 에서 발견한 치근단 병소 발치 후 임플란트로 회복하는 과정.,5,37.71,75.96,64.9,61.46,76.92,65.48,100.0,1824.0,128.0,4.0,1.0,5,0.0003333333333333334
223305026270,Implant 심을 자리가 부족하다면? 동탄 임플란트 식립 과정,5,37.71,76.53,70.31,60.01,84.51,58.86,66.0,1625.0,109.0,2.0,2.0,5,0.0
223515640939,"오산동 치과 실제 사례 , 깨진 인레이 이렇게 치료해야 됩니다.",-1,0.0,77.33,72.56,59.66,84.67,58.71,80.0,1607.0,101.0,2.0,1.0,3,0.0
223539343578,"동탄동 치과 자꾸만 거슬리는 앞니 사이 충치, 레진과 크라운 치료로 예쁘게 재탄생",5,37.71,77.09,65.17,66.96,83.42,66.23,20.0,2055.0,132.0,4.0,2.0,5,0.002585858585858586
223790580014,앞니 부러짐 동탄동 치과 에서 발치 즉시 임플란트 통해 빠르게 치유할 수 있었던 이유.,5,37.71,77.79,66.91,67.0,78.53,63.27,80.0,2099.0,143.0,0.0,5.0,3,0.0
223347599407,동탄역 치과 에서는 벌어진 앞니 당일 치료가 가능하다?!,-1,0.0,75.86,76.21,67.36,83.45,64.55,15.0,1269.0,85.0,2.0,1.0,3,0.022222222222222223
223903759866,동탄역 치과 에서 주의 드리는 재발 충치치료의 위험성에 대하여,5,37.71,74.35,69.91,60.18,82.06,41.64,71.0,1647.0,140.0,2.0,3.0,1,0.00015673981191222572
223338916153,오산동 치과 1대1 맞춤 진료를 통한 뼈이식 임플란트 식립 사례,5,37.71,77.53,68.08,59.14,80.2,59.8,62.0,1525.0,108.0,2.0,4.0,4,0.0
223819383233,임플란트 주위염 오산동 치과 에서 실패한 수술 뼈이식과 재식립 통해 회복할 수 있었습니다.,5,37.71,77.1,66.48,63.27,84.96,61.26,99.0,2013.0,160.0,1.0,5.0,1,0.0006493506493506494
