date,searchQuery,rank,title,contentId,statUrl,mobileStatUrl,myContent,searchInflow,channelName,createdAt
2024-07-01,금간 이 치료,1,"동탄치과 금(crack)이 간 어금니, 신경치료로 자연치아 살리기🦷",http://blog.naver.com/elza79/223459255522,https://blog.stat.naver.com/blog/article/223459255522/cv,https://blog.stat.naver.com/m/blog/article/223459255522/cv,checked,7,치과보존과 전문의 윤민정의 임상 기록,2024.5.27 8:06오전
2024-08-01,금간 이 치료,1,"동탄치과 금(crack)이 간 어금니, 신경치료로 자연치아 살리기🦷",http://blog.naver.com/elza79/223459255522,https://blog.stat.naver.com/blog/article/223459255522/cv,https://blog.stat.naver.com/m/blog/article/223459255522/cv,checked,1,치과보존과 전문의 윤민정의 임상 기록,2024.5.27 8:06오전
2024-09-01,금간 이 치료,1,"동탄치과 금(crack)이 간 어금니, 신경치료로 자연치아 살리기🦷",http://blog.naver.com/elza79/223459255522,https://blog.stat.naver.com/blog/article/223459255522/cv,https://blog.stat.naver.com/m/blog/article/223459255522/cv,checked,3,치과보존과 전문의 윤민정의 임상 기록,2024.5.27 8:06오전
2024-06-01,금이간 어금니,1,"금이 간 어금니, 동탄치과 크랙 치아 신경치료 및 크라운 수복 과정",http://blog.naver.com/elza79/223199107505,https://blog.stat.naver.com/blog/article/223199107505/cv,https://blog.stat.naver.com/m/blog/article/223199107505/cv,checked,2,치과보존과 전문의 윤민정의 임상 기록,2023.9.1 8:29오전
2024-12-01,금이간 어금니,1,"금이 간 어금니, 동탄치과 크랙 치아 신경치료 및 크라운 수복 과정",http://blog.naver.com/elza79/223199107505,https://blog.stat.naver.com/blog/article/223199107505/cv,https://blog.stat.naver.com/m/blog/article/223199107505/cv,checked,2,치과보존과 전문의 윤민정의 임상 기록,2023.9.1 8:29오전
2025-02-01,금이간 어금니,1,"금이 간 어금니, 동탄치과 크랙 치아 신경치료 및 크라운 수복 과정",http://blog.naver.com/elza79/223199107505,https://blog.stat.naver.com/blog/article/223199107505/cv,https://blog.stat.naver.com/m/blog/article/223199107505/cv,checked,1,치과보존과 전문의 윤민정의 임상 기록,2023.9.1 8:29오전
2024-10-01,금이간 어금니 어떻게하나요,1,"동탄역 치과 금(crack)이 간 어금니, 신경치료 (endo) 기간 및 과정에 대한 글",http://blog.naver.com/elza79/223340074448,https://blog.stat.naver.com/blog/article/223340074448/cv,https://blog.stat.naver.com/m/blog/article/223340074448/cv,checked,3,치과보존과 전문의 윤민정의 임상 기록,2024.2.1 7:44오전
2025-05-01,급설치수염,1,화성 치과 급성 치수염 증상 및 신경치료 과정을 살펴봅시다.,http://blog.naver.com/elza79/223869870358,https://blog.stat.naver.com/blog/article/223869870358/cv,https://blog.stat.naver.com/m/blog/article/223869870358/cv,checked,1,치과보존과 전문의 윤민정의 임상 기록,2025.5.19 8:04오전
2025-05-01,급성 치수염,16,충치 치아 파절 깨짐으로 치통이 심할 때 의심되는 급성치수염,http://blog.naver.com/tactics81/223085638897,https://blog.stat.naver.com/blog/article/223085638897/cv,https://blog.stat.naver.com/m/blog/article/223085638897/cv,,,,
2025-05-01,급성 치수염,9,"급성치수염, 갑자기 심한 치아통증이 발생한다면? 갑자기 이빨아픔",http://blog.naver.com/misofulljm/223086925625,https://blog.stat.naver.com/blog/article/223086925625/cv,https://blog.stat.naver.com/m/blog/article/223086925625/cv,,,,
2025-05-01,급성 치수염,2,"급성 치수염, 발치를 해야 하는 상황은?",http://blog.naver.com/wfrobnm4/223621567761,https://blog.stat.naver.com/blog/article/223621567761/cv,https://blog.stat.naver.com/m/blog/article/223621567761/cv,,,,
2025-05-01,급성 치수염,3,"급성 치수염 원인과 증상, 치료 방법은?",http://blog.naver.com/spriner/223637992410,https://blog.stat.naver.com/blog/article/223637992410/cv,https://blog.stat.naver.com/m/blog/article/223637992410/cv,,,,
2025-05-01,급성 치수염,14,"치수염 발치 해야할까? 치료 방법, 치아 이빨 통증 발치 원인 증상, 급성 치수염",http://blog.naver.com/kjsw444/223856760729,https://blog.stat.naver.com/blog/article/223856760729/cv,https://blog.stat.naver.com/m/blog/article/223856760729/cv,,,,
2025-05-01,급성 치수염,15,급성치수염 증상 극심한 통증이 특징,http://blog.naver.com/mi_barun_e/223798956091,https://blog.stat.naver.com/blog/article/223798956091/cv,https://blog.stat.naver.com/m/blog/article/223798956091/cv,,,,
2025-05-01,급성 치수염,6,급성치수염(난생 처음 들어봄) 후기,http://blog.naver.com/syd9898/223839789372,https://blog.stat.naver.com/blog/article/223839789372/cv,https://blog.stat.naver.com/m/blog/article/223839789372/cv,,,,
2025-05-01,급성 치수염,11,화성 치과 급성 치수염 증상 및 신경치료 과정을 살펴봅시다.,http://blog.naver.com/elza79/223869870358,https://blog.stat.naver.com/blog/article/223869870358/cv,https://blog.stat.naver.com/m/blog/article/223869870358/cv,checked,,,
2025-05-01,급성 치수염,13,"급성 치수염 증상, 원인, 치료방법 자세히 알아보기",http://blog.naver.com/rmagml4455/223648085249,https://blog.stat.naver.com/blog/article/223648085249/cv,https://blog.stat.naver.com/m/blog/article/223648085249/cv,,,,
2025-05-01,급성 치수염,4,"급성 치수염 증상, 진통제로 버티면 안 되는 이유",http://blog.naver.com/365okdent/223843809813,https://blog.stat.naver.com/blog/article/223843809813/cv,https://blog.stat.naver.com/m/blog/article/223843809813/cv,,,,
2025-05-01,급성 치수염,7,참을 수 없는 고통 급성치수염 후기 별내보스톤 치과,http://blog.naver.com/3360280/223851330130,https://blog.stat.naver.com/blog/article/223851330130/cv,https://blog.stat.naver.com/m/blog/article/223851330130/cv,,,,
2025-05-01,급성 치수염,12,급성치수염 갑자기 이 아플 때 발치 치통 원인 진통제,http://blog.naver.com/omymedis/223719050416,https://blog.stat.naver.com/blog/article/223719050416/cv,https://blog.stat.naver.com/m/blog/article/223719050416/cv,,,,
2025-05-01,급성 치수염,1,화성 치과 급성 치수염 증상 및 신경치료 과정을 살펴봅시다.,http://blog.naver.com/elza79/223869870358,https://blog.stat.naver.com/blog/article/223869870358/cv,https://blog.stat.naver.com/m/blog/article/223869870358/cv,checked,6,치과보존과 전문의 윤민정의 임상 기록,2025.5.19 8:04오전
2025-05-01,급성 치수염,8,극심한 치통을 유발하는 급성치수염 증상,http://blog.naver.com/mi_barun_e/223865006761,https://blog.stat.naver.com/blog/article/223865006761/cv,https://blog.stat.naver.com/m/blog/article/223865006761/cv,,,,
2025-05-01,급성 치수염,5,"급성치수염 진통제 복용, 통증 원인 3가지",http://blog.naver.com/doctorbaesh/223792259096,https://blog.stat.naver.com/blog/article/223792259096/cv,https://blog.stat.naver.com/m/blog/article/223792259096/cv,,,,
2025-05-01,급성 치수염,1,"급성치수염 발치 및 신경치료 후기 : 일요일 운영 치과 병원, 일요일 문여는 약국 (지옥의 치통)",http://blog.naver.com/mk000122/223353281044,https://blog.stat.naver.com/blog/article/223353281044/cv,https://blog.stat.naver.com/m/blog/article/223353281044/cv,,,,
2025-05-01,급성 치수염,10,Hell is here  [급성치수염 후기],http://blog.naver.com/2yearsispain/223522645972,https://blog.stat.naver.com/blog/article/223522645972/cv,https://blog.stat.naver.com/m/blog/article/223522645972/cv,,,,
2025-05-01,급성 치수염,17,급성치수염 극심한 통증 어떻게 해결할까?,http://blog.naver.com/ysdent21/223802492462,https://blog.stat.naver.com/blog/article/223802492462/cv,https://blog.stat.naver.com/m/blog/article/223802492462/cv,,,,
2025-06-01,급성 치수염,1,급성치수염(난생 처음 들어봄) 후기,http://blog.naver.com/syd9898/223839789372,https://blog.stat.naver.com/blog/article/223839789372/cv,https://blog.stat.naver.com/m/blog/article/223839789372/cv,,,,
2025-06-01,급성 치수염,2,"급성치수염 발치 및 신경치료 후기 : 일요일 운영 치과 병원, 일요일 문여는 약국 (지옥의 치통)",http://blog.naver.com/mk000122/223353281044,https://blog.stat.naver.com/blog/article/223353281044/cv,https://blog.stat.naver.com/m/blog/article/223353281044/cv,,,,
2025-06-01,급성 치수염,10,급성치수염 증상부터 발치해야 하는 경우 3가지,http://blog.naver.com/ysdent21/223912727317,https://blog.stat.naver.com/blog/article/223912727317/cv,https://blog.stat.naver.com/m/blog/article/223912727317/cv,,,,
2025-06-01,급성 치수염,3,참을 수 없는 고통 급성치수염 후기 별내보스톤 치과,http://blog.naver.com/3360280/223851330130,https://blog.stat.naver.com/blog/article/223851330130/cv,https://blog.stat.naver.com/m/blog/article/223851330130/cv,,,,
2025-06-01,급성 치수염,6,"치수염 발치 해야할까? 치료 방법, 치아 이빨 통증 발치 원인 증상, 급성 치수염",http://blog.naver.com/kjsw444/223856760729,https://blog.stat.naver.com/blog/article/223856760729/cv,https://blog.stat.naver.com/m/blog/article/223856760729/cv,,,,
2025-06-01,급성 치수염,8,"급성치수염 • 신경치료 1차후기 (신경치료 가격, 통증, 주의사항)",http://blog.naver.com/iamme_blog/223634031015,https://blog.stat.naver.com/blog/article/223634031015/cv,https://blog.stat.naver.com/m/blog/article/223634031015/cv,,,,
2025-06-01,급성 치수염,9,"급성치수염 발치 및 증상, 방치하면 안되는 이유 4가지",http://blog.naver.com/yumtt-/223599461946,https://blog.stat.naver.com/blog/article/223599461946/cv,https://blog.stat.naver.com/m/blog/article/223599461946/cv,,,,
2025-06-01,급성 치수염,4,"급성 치수염, 발치를 해야 하는 상황은?",http://blog.naver.com/wfrobnm4/223621567761,https://blog.stat.naver.com/blog/article/223621567761/cv,https://blog.stat.naver.com/m/blog/article/223621567761/cv,,,,
2025-06-01,급성 치수염,5,Hell is here  [급성치수염 후기],http://blog.naver.com/2yearsispain/223522645972,https://blog.stat.naver.com/blog/article/223522645972/cv,https://blog.stat.naver.com/m/blog/article/223522645972/cv,,,,
2025-06-01,급성 치수염,12,급성치수염 격렬하게 겪은 후 치료후기(발치x),http://blog.naver.com/p_yy46/222417018901,https://blog.stat.naver.com/blog/article/222417018901/cv,https://blog.stat.naver.com/m/blog/article/222417018901/cv,,,,
2025-06-01,급성 치수염,11,급성 치수염 후기,http://blog.naver.com/yugimiyavi/223893235683,https://blog.stat.naver.com/blog/article/223893235683/cv,https://blog.stat.naver.com/m/blog/article/223893235683/cv,,,,
2025-06-01,급성 치수염,7,"급성 치수염 증상, 원인, 치료방법 자세히 알아보기",http://blog.naver.com/rmagml4455/223648085249,https://blog.stat.naver.com/blog/article/223648085249/cv,https://blog.stat.naver.com/m/blog/article/223648085249/cv,,,,
2025-06-01,급성 치수염,1,화성 치과 급성 치수염 증상 및 신경치료 과정을 살펴봅시다.,http://blog.naver.com/elza79/223869870358,https://blog.stat.naver.com/blog/article/223869870358/cv,https://blog.stat.naver.com/m/blog/article/223869870358/cv,checked,4,치과보존과 전문의 윤민정의 임상 기록,2025.5.19 8:04오전
2025-05-01,급성치수염,16,Hell is here  [급성치수염 후기],http://blog.naver.com/2yearsispain/223522645972,https://blog.stat.naver.com/blog/article/223522645972/cv,https://blog.stat.naver.com/m/blog/article/223522645972/cv,,,,
2025-05-01,급성치수염,1,"급성치수염 발치 및 신경치료 후기 : 일요일 운영 치과 병원, 일요일 문여는 약국 (지옥의 치통)",http://blog.naver.com/mk000122/223353281044,https://blog.stat.naver.com/blog/article/223353281044/cv,https://blog.stat.naver.com/m/blog/article/223353281044/cv,,,,
2025-05-01,급성치수염,14,"동변동치과 참기 힘든 치통, 급성치수염! 원인부터 치료까지",http://blog.naver.com/purity02kr_/223857927336,https://blog.stat.naver.com/blog/article/223857927336/cv,https://blog.stat.naver.com/m/blog/article/223857927336/cv,,,,
2025-05-01,급성치수염,10,참을 수 없는 고통 급성치수염 후기 별내보스톤 치과,http://blog.naver.com/3360280/223851330130,https://blog.stat.naver.com/blog/article/223851330130/cv,https://blog.stat.naver.com/m/blog/article/223851330130/cv,,,,
2025-05-01,급성치수염,4,급성치수염 갑자기 이 아플 때 발치 치통 원인 진통제,http://blog.naver.com/omymedis/223719050416,https://blog.stat.naver.com/blog/article/223719050416/cv,https://blog.stat.naver.com/m/blog/article/223719050416/cv,,,,
2025-05-01,급성치수염,7,"치수염 발치 해야할까? 치료 방법, 치아 이빨 통증 발치 원인 증상, 급성 치수염",http://blog.naver.com/kjsw444/223856760729,https://blog.stat.naver.com/blog/article/223856760729/cv,https://blog.stat.naver.com/m/blog/article/223856760729/cv,,,,
2025-05-01,급성치수염,1,화성 치과 급성 치수염 증상 및 신경치료 과정을 살펴봅시다.,http://blog.naver.com/elza79/223869870358,https://blog.stat.naver.com/blog/article/223869870358/cv,https://blog.stat.naver.com/m/blog/article/223869870358/cv,checked,17,치과보존과 전문의 윤민정의 임상 기록,2025.5.19 8:04오전
2025-05-01,급성치수염,15,화성 치과 급성 치수염 증상 및 신경치료 과정을 살펴봅시다.,http://blog.naver.com/elza79/223869870358,https://blog.stat.naver.com/blog/article/223869870358/cv,https://blog.stat.naver.com/m/blog/article/223869870358/cv,checked,,,
2025-05-01,급성치수염,17,급성치수염 증상 발열 통증 진통제 복용?,http://blog.naver.com/toothplant/223613874243,https://blog.stat.naver.com/blog/article/223613874243/cv,https://blog.stat.naver.com/m/blog/article/223613874243/cv,,,,
2025-05-01,급성치수염,12,"급성치수염, 갑자기 심한 치아통증이 발생한다면? 갑자기 이빨아픔",http://blog.naver.com/misofulljm/223086925625,https://blog.stat.naver.com/blog/article/223086925625/cv,https://blog.stat.naver.com/m/blog/article/223086925625/cv,,,,
2025-05-01,급성치수염,9,극심한 치통을 유발하는 급성치수염 증상,http://blog.naver.com/mi_barun_e/223865006761,https://blog.stat.naver.com/blog/article/223865006761/cv,https://blog.stat.naver.com/m/blog/article/223865006761/cv,,,,
2025-05-01,급성치수염,6,"급성 치수염 증상, 진통제로 버티면 안 되는 이유",http://blog.naver.com/365okdent/223843809813,https://blog.stat.naver.com/blog/article/223843809813/cv,https://blog.stat.naver.com/m/blog/article/223843809813/cv,,,,
2025-05-01,급성치수염,11,"급성치수염 진통제 복용, 통증 원인 3가지",http://blog.naver.com/doctorbaesh/223792259096,https://blog.stat.naver.com/blog/article/223792259096/cv,https://blog.stat.naver.com/m/blog/article/223792259096/cv,,,,
2025-05-01,급성치수염,19,급성치수염 증상 이렇게 시작된다면 이미 위험신호입니다,http://blog.naver.com/rawakpisie/223835488259,https://blog.stat.naver.com/blog/article/223835488259/cv,https://blog.stat.naver.com/m/blog/article/223835488259/cv,,,,
2025-05-01,급성치수염,13,"급성 치수염 증상, 원인, 치료방법 자세히 알아보기",http://blog.naver.com/rmagml4455/223648085249,https://blog.stat.naver.com/blog/article/223648085249/cv,https://blog.stat.naver.com/m/blog/article/223648085249/cv,,,,
2025-05-01,급성치수염,2,"급성 치수염, 발치를 해야 하는 상황은?",http://blog.naver.com/wfrobnm4/223621567761,https://blog.stat.naver.com/blog/article/223621567761/cv,https://blog.stat.naver.com/m/blog/article/223621567761/cv,,,,
2025-05-01,급성치수염,3,"급성 치수염 원인과 증상, 치료 방법은?",http://blog.naver.com/spriner/223637992410,https://blog.stat.naver.com/blog/article/223637992410/cv,https://blog.stat.naver.com/m/blog/article/223637992410/cv,,,,
2025-05-01,급성치수염,20,급성치수염 격렬하게 겪은 후 치료후기(발치x),http://blog.naver.com/p_yy46/222417018901,https://blog.stat.naver.com/blog/article/222417018901/cv,https://blog.stat.naver.com/m/blog/article/222417018901/cv,,,,
2025-05-01,급성치수염,8,급성치수염 증상 극심한 통증이 특징,http://blog.naver.com/mi_barun_e/223798956091,https://blog.stat.naver.com/blog/article/223798956091/cv,https://blog.stat.naver.com/m/blog/article/223798956091/cv,,,,
2025-05-01,급성치수염,18,치수염증상 원인 급성치수염 치료와 예방,http://blog.naver.com/lee700415/223727033163,https://blog.stat.naver.com/blog/article/223727033163/cv,https://blog.stat.naver.com/m/blog/article/223727033163/cv,,,,
2025-05-01,급성치수염,5,급성치수염(난생 처음 들어봄) 후기,http://blog.naver.com/syd9898/223839789372,https://blog.stat.naver.com/blog/article/223839789372/cv,https://blog.stat.naver.com/m/blog/article/223839789372/cv,,,,
2025-06-01,급성치수염,16,"[일상] 급성치수염 겪은 과정, 후기, 꿀팁 “치과의정석” 신경치료 리뷰🦷 (+급성치수염 저도 알고싶지않았어요....😭)",http://blog.naver.com/hyh4764/223398107120,https://blog.stat.naver.com/blog/article/223398107120/cv,https://blog.stat.naver.com/m/blog/article/223398107120/cv,,,,
2025-06-01,급성치수염,18,급성치수염 갑자기 이 아플 때 발치 치통 원인 진통제,http://blog.naver.com/omymedis/223719050416,https://blog.stat.naver.com/blog/article/223719050416/cv,https://blog.stat.naver.com/m/blog/article/223719050416/cv,,,,
2025-06-01,급성치수염,19,치수염 발치를 하게 되는 경우? 급성과 만성으로 따져보자!,http://blog.naver.com/sj_gangnamdent/223905777401,https://blog.stat.naver.com/blog/article/223905777401/cv,https://blog.stat.naver.com/m/blog/article/223905777401/cv,,,,
2025-06-01,급성치수염,7,화성 치과 급성 치수염 증상 및 신경치료 과정을 살펴봅시다.,http://blog.naver.com/elza79/223869870358,https://blog.stat.naver.com/blog/article/223869870358/cv,https://blog.stat.naver.com/m/blog/article/223869870358/cv,checked,,,
2025-06-01,급성치수염,1,화성 치과 급성 치수염 증상 및 신경치료 과정을 살펴봅시다.,http://blog.naver.com/elza79/223869870358,https://blog.stat.naver.com/blog/article/223869870358/cv,https://blog.stat.naver.com/m/blog/article/223869870358/cv,checked,26,치과보존과 전문의 윤민정의 임상 기록,2025.5.19 8:04오전
2025-06-01,급성치수염,20,극심한 치통을 유발하는 급성치수염 증상,http://blog.naver.com/mi_barun_e/223865006761,https://blog.stat.naver.com/blog/article/223865006761/cv,https://blog.stat.naver.com/m/blog/article/223865006761/cv,,,,
2025-06-01,급성치수염,17,충치 치아 파절 깨짐으로 치통이 심할 때 의심되는 급성치수염,http://blog.naver.com/tactics81/223085638897,https://blog.stat.naver.com/blog/article/223085638897/cv,https://blog.stat.naver.com/m/blog/article/223085638897/cv,,,,
2025-06-01,급성치수염,5,"치수염 발치 해야할까? 치료 방법, 치아 이빨 통증 발치 원인 증상, 급성 치수염",http://blog.naver.com/kjsw444/223856760729,https://blog.stat.naver.com/blog/article/223856760729/cv,https://blog.stat.naver.com/m/blog/article/223856760729/cv,,,,
2025-06-01,급성치수염,6,Hell is here  [급성치수염 후기],http://blog.naver.com/2yearsispain/223522645972,https://blog.stat.naver.com/blog/article/223522645972/cv,https://blog.stat.naver.com/m/blog/article/223522645972/cv,,,,
2025-06-01,급성치수염,10,급성 치수염 후기,http://blog.naver.com/yugimiyavi/223893235683,https://blog.stat.naver.com/blog/article/223893235683/cv,https://blog.stat.naver.com/m/blog/article/223893235683/cv,,,,
2025-06-01,급성치수염,13,[급성치수염 / 신경치료] 갑자기 찾아온... 급성치수염과 치료(신경치료) 후기,http://blog.naver.com/wisdom_rown/223379146038,https://blog.stat.naver.com/blog/article/223379146038/cv,https://blog.stat.naver.com/m/blog/article/223379146038/cv,,,,
2025-06-01,급성치수염,3,참을 수 없는 고통 급성치수염 후기 별내보스톤 치과,http://blog.naver.com/3360280/223851330130,https://blog.stat.naver.com/blog/article/223851330130/cv,https://blog.stat.naver.com/m/blog/article/223851330130/cv,,,,
2025-06-01,급성치수염,4,"급성 치수염, 발치를 해야 하는 상황은?",http://blog.naver.com/wfrobnm4/223621567761,https://blog.stat.naver.com/blog/article/223621567761/cv,https://blog.stat.naver.com/m/blog/article/223621567761/cv,,,,
2025-06-01,급성치수염,9,"급성치수염 발치 및 증상, 방치하면 안되는 이유 4가지",http://blog.naver.com/yumtt-/223599461946,https://blog.stat.naver.com/blog/article/223599461946/cv,https://blog.stat.naver.com/m/blog/article/223599461946/cv,,,,
2025-06-01,급성치수염,15,급성 치수염 진료 후기 | 3대 통증으로 깨달은 행복,http://blog.naver.com/chi_ro/223450844624,https://blog.stat.naver.com/blog/article/223450844624/cv,https://blog.stat.naver.com/m/blog/article/223450844624/cv,,,,
2025-06-01,급성치수염,12,급성 치수염후기- 지옥에서 살아 돌아온 썰,http://blog.naver.com/bae_star/223343315561,https://blog.stat.naver.com/blog/article/223343315561/cv,https://blog.stat.naver.com/m/blog/article/223343315561/cv,,,,
2025-06-01,급성치수염,2,"급성치수염 발치 및 신경치료 후기 : 일요일 운영 치과 병원, 일요일 문여는 약국 (지옥의 치통)",http://blog.naver.com/mk000122/223353281044,https://blog.stat.naver.com/blog/article/223353281044/cv,https://blog.stat.naver.com/m/blog/article/223353281044/cv,,,,
2025-06-01,급성치수염,14,"급성치수염 • 신경치료 1차후기 (신경치료 가격, 통증, 주의사항)",http://blog.naver.com/iamme_blog/223634031015,https://blog.stat.naver.com/blog/article/223634031015/cv,https://blog.stat.naver.com/m/blog/article/223634031015/cv,,,,
2025-06-01,급성치수염,11,급성치수염 격렬하게 겪은 후 치료후기(발치x),http://blog.naver.com/p_yy46/222417018901,https://blog.stat.naver.com/blog/article/222417018901/cv,https://blog.stat.naver.com/m/blog/article/222417018901/cv,,,,
2025-06-01,급성치수염,1,급성치수염(난생 처음 들어봄) 후기,http://blog.naver.com/syd9898/223839789372,https://blog.stat.naver.com/blog/article/223839789372/cv,https://blog.stat.naver.com/m/blog/article/223839789372/cv,,,,
2025-06-01,급성치수염,8,"급성 치수염 증상, 원인, 치료방법 자세히 알아보기",http://blog.naver.com/rmagml4455/223648085249,https://blog.stat.naver.com/blog/article/223648085249/cv,https://blog.stat.naver.com/m/blog/article/223648085249/cv,,,,
2025-06-01,급성치수염 치료전후,1,화성 치과 급성 치수염 증상 및 신경치료 과정을 살펴봅시다.,http://blog.naver.com/elza79/223869870358,https://blog.stat.naver.com/blog/article/223869870358/cv,https://blog.stat.naver.com/m/blog/article/223869870358/cv,checked,2,치과보존과 전문의 윤민정의 임상 기록,2025.5.19 8:04오전
2025-06-01,긎성치수염,1,화성 치과 급성 치수염 증상 및 신경치료 과정을 살펴봅시다.,http://blog.naver.com/elza79/223869870358,https://blog.stat.naver.com/blog/article/223869870358/cv,https://blog.stat.naver.com/m/blog/article/223869870358/cv,checked,2,치과보존과 전문의 윤민정의 임상 기록,2025.5.19 8:04오전
2024-07-01,깨진 이,1,치아가 깨졌어요... 깨진 이 동탄역 치과 에서 감쪽같이 만들어드렸습니다.,http://blog.naver.com/elza79/223507701785,https://blog.stat.naver.com/blog/article/223507701785/cv,https://blog.stat.naver.com/m/blog/article/223507701785/cv,checked,17,치과보존과 전문의 윤민정의 임상 기록,2024.7.10 7:55오후
2024-07-01,깨진 이,7,"깨진 앞니 치료, 티안나게 하는법? 공개합니다.",http://blog.naver.com/teanrostge/223475519572,https://blog.stat.naver.com/blog/article/223475519572/cv,https://blog.stat.naver.com/m/blog/article/223475519572/cv,,,,
2024-07-01,깨진 이,4,산곡동치과에서 깨진 앞니 이 방법으로 감쪽같이 복구하자!,http://blog.naver.com/pilldental/223455960785,https://blog.stat.naver.com/blog/article/223455960785/cv,https://blog.stat.naver.com/m/blog/article/223455960785/cv,,,,
2024-07-01,깨진 이,6,"치아 파절 실비 보험 청구 가능할까? 밥 먹다가 어금니 깨진 환자 사례, 강일동 소재 치과",http://blog.naver.com/jinplusden/223516181683,https://blog.stat.naver.com/blog/article/223516181683/cv,https://blog.stat.naver.com/m/blog/article/223516181683/cv,,,,
2024-07-01,깨진 이,3,치아가 깨졌어요... 깨진 이 동탄역 치과 에서 감쪽같이 만들어드렸습니다.,http://blog.naver.com/elza79/223507701785,https://blog.stat.naver.com/blog/article/223507701785/cv,https://blog.stat.naver.com/m/blog/article/223507701785/cv,checked,,,
2024-07-01,깨진 이,5,서울역치과 깨진 어금니 신경치료 없이 크라운,http://blog.naver.com/ysdoldam/223459304377,https://blog.stat.naver.com/blog/article/223459304377/cv,https://blog.stat.naver.com/m/blog/article/223459304377/cv,,,,
2024-08-01,깨진 이,6,산곡동치과에서 깨진 앞니 이 방법으로 감쪽같이 복구하자!,http://blog.naver.com/pilldental/223455960785,https://blog.stat.naver.com/blog/article/223455960785/cv,https://blog.stat.naver.com/m/blog/article/223455960785/cv,,,,
2024-08-01,깨진 이,5,이가깨졌어요! 각 증상에 따른 올바른 대처 방법,http://blog.naver.com/saydentalclinic/223270057530,https://blog.stat.naver.com/blog/article/223270057530/cv,https://blog.stat.naver.com/m/blog/article/223270057530/cv,,,,
2024-08-01,깨진 이,4,을지로입구역치과 깨진이 신경치료 없이 크라운,http://blog.naver.com/ysdoldam/223548343619,https://blog.stat.naver.com/blog/article/223548343619/cv,https://blog.stat.naver.com/m/blog/article/223548343619/cv,,,,
2024-08-01,깨진 이,1,치아가 깨졌어요... 깨진 이 동탄역 치과 에서 감쪽같이 만들어드렸습니다.,http://blog.naver.com/elza79/223507701785,https://blog.stat.naver.com/blog/article/223507701785/cv,https://blog.stat.naver.com/m/blog/article/223507701785/cv,checked,,,
2024-08-01,깨진 이,1,치아가 깨졌어요... 깨진 이 동탄역 치과 에서 감쪽같이 만들어드렸습니다.,http://blog.naver.com/elza79/223507701785,https://blog.stat.naver.com/blog/article/223507701785/cv,https://blog.stat.naver.com/m/blog/article/223507701785/cv,checked,24,치과보존과 전문의 윤민정의 임상 기록,2024.7.10 7:55오후
2024-09-01,깨진 이,2,을지로입구역치과 깨진이 신경치료 없이 크라운,http://blog.naver.com/ysdoldam/223548343619,https://blog.stat.naver.com/blog/article/223548343619/cv,https://blog.stat.naver.com/m/blog/article/223548343619/cv,,,,
2024-09-01,깨진 이,1,치아가 깨졌어요... 깨진 이 동탄역 치과 에서 감쪽같이 만들어드렸습니다.,http://blog.naver.com/elza79/223507701785,https://blog.stat.naver.com/blog/article/223507701785/cv,https://blog.stat.naver.com/m/blog/article/223507701785/cv,checked,21,치과보존과 전문의 윤민정의 임상 기록,2024.7.10 7:55오후
2024-09-01,깨진 이,3,치아가 깨졌어요... 깨진 이 동탄역 치과 에서 감쪽같이 만들어드렸습니다.,http://blog.naver.com/elza79/223507701785,https://blog.stat.naver.com/blog/article/223507701785/cv,https://blog.stat.naver.com/m/blog/article/223507701785/cv,checked,,,
2024-09-01,깨진 이,4,깨진치아 금간 어금니 신경 자극하는 치통 증상 치과 치료,http://blog.naver.com/6530000grand/223578242159,https://blog.stat.naver.com/blog/article/223578242159/cv,https://blog.stat.naver.com/m/blog/article/223578242159/cv,,,,
2024-10-01,깨진 이,1,치아가 깨졌어요... 깨진 이 동탄역 치과 에서 감쪽같이 만들어드렸습니다.,http://blog.naver.com/elza79/223507701785,https://blog.stat.naver.com/blog/article/223507701785/cv,https://blog.stat.naver.com/m/blog/article/223507701785/cv,checked,9,치과보존과 전문의 윤민정의 임상 기록,2024.7.10 7:55오후
2024-10-01,깨진 이,7,깨진치아치료 관리하고 건강한 치아로 되돌아가기,http://blog.naver.com/jsyh1125/223626241375,https://blog.stat.naver.com/blog/article/223626241375/cv,https://blog.stat.naver.com/m/blog/article/223626241375/cv,,,,
2024-10-01,깨진 이,4,치아가 깨졌어요... 깨진 이 동탄역 치과 에서 감쪽같이 만들어드렸습니다.,http://blog.naver.com/elza79/223507701785,https://blog.stat.naver.com/blog/article/223507701785/cv,https://blog.stat.naver.com/m/blog/article/223507701785/cv,checked,,,
2024-10-01,깨진 이,3,이수역깨진이치료 내원 시기가 중요해요 !,http://blog.naver.com/dent9660xnaud/223222371693,https://blog.stat.naver.com/blog/article/223222371693/cv,https://blog.stat.naver.com/m/blog/article/223222371693/cv,,,,
2025-06-01,깨진 인레이,1,동탄동 치과 에서 사례로 설명드리는 '깨진 인레이'에 대하여,http://blog.naver.com/elza79/223857788386,https://blog.stat.naver.com/blog/article/223857788386/cv,https://blog.stat.naver.com/m/blog/article/223857788386/cv,checked,2,치과보존과 전문의 윤민정의 임상 기록,2025.5.7 11:00오후
