postId,post_title,posting_score,exposure_score,score_가독성,score_주제,score_콘텐츠,score_키워드,score_형태소,score_후기/정보,publish_time,content_with_space,content_without_space,morpheme_count,word_count,valid_images,invalid_images,top_category_name,top_category_percentage,average,sum_유입,sum_조회,average_C
223285021905,"동탄역치과 앞니 벌어짐, 라미네이트 수복 장, 단점 및 치료 과정",준최5-Lv.3,36.47,75.93,71.29,67.48,81.2,62.25,87.0,2023-12-06 21,2093.0,1577.0,406.0,132.0,13.0,5.0,건강·의학,55.02%,,60.0,140,0.0023693684662248675
223384532317,동탄 치과 추천 타원에서 식립 불가하여 앞니 뼈이식 임플란트 받으러 오셨던 증례를 함께 볼까요?,준최5-Lv.3,37.71,79.56,65.96,60.37,83.46,61.33,87.0,2024-03-15 17,1694.0,1276.0,324.0,107.0,5.0,2.0,건강·의학,62.43%,,59.0,134,0.017939504755425155
223642862146,동탄역 치과 인레이 속에서 다시 찾아온 충치의 원인? 재수복 한 과정,준최5-Lv.3,37.71,79.26,70.26,59.74,85.81,60.94,72.0,2024-11-01 17,1673.0,1261.0,286.0,110.0,1.0,2.0,건강·의학,54.55%,0.63,59.0,125,0.06433092871885761
223717371151,동탄역 치과 충치가 깊게 진행된 치아 신경치료 없이 치수 복조술을 통해서 자연치를 보존한,준최5-Lv.3,37.71,79.28,70.03,58.96,84.76,59.81,74.0,2025-01-07 14,1545.0,1169.0,300.0,114.0,3.0,4.0,건강·의학,56.41%,0.33,59.0,157,0.024719516594516593
223287134538,[ 동탄역 치과 ] 충치 검진 및 아말감 교체 당일 레진 수복 과정,준최5-Lv.3,36.47,77.08,72.57,59.03,87.8,79.59,17.0,2023-12-08 22,1523.0,1159.0,311.0,99.0,2.0,8.0,건강·의학,51.88%,,58.0,111,0.0029271098960181327
223684387892,신경치료 후 크라운까지 씌웠는데 염증이 나타났다? 동탄 치과 에서 치조골 이식술을 동반한 치아 발치 후 임플란트 치료 사례,준최5-Lv.3,37.71,77.36,64.17,59.56,82.84,63.72,73.0,2024-12-06 10,1614.0,1212.0,301.0,109.0,2.0,4.0,건강·의학,59.28%,0.14,58.0,179,0.001772314994294562
223447775141,"앞니 보철에 생긴 염증, '치아가 별로 남지 않았다면?' 동탄역 치과 발치 즉시 임플란트 식립 과정",준최5-Lv.3,37.71,75.5,67.85,62.81,78.1,61.64,78.0,2024-05-15 21,1927.0,1449.0,359.0,131.0,0.0,4.0,건강·의학,60.36%,,57.0,120,0.004528442145773852
223181472820,극심한 통증의 원인은 무엇일까? 급성치수염 치료 과정 화성치과추천,준최5-Lv.3,37.71,74.8,71.71,69.27,83.91,58.63,59.0,2023-08-11 23,1465.0,1127.0,301.0,117.0,2.0,4.0,건강·의학,56.5%,,56.0,120,0.017812707727764655
223239313976,"굽어 있는 C형 근관을 갖고 있던 분, 보존과 전문의의 동탄신경치료 치아 흔들림 개선 완료.",준최5-Lv.3,37.71,76.56,69.76,68.67,82.24,54.64,63.0,2023-10-17 19,1391.0,1059.0,287.0,98.0,1.0,7.0,건강·의학,46.75%,,56.0,119,0.018781820043006364
223695000182,동탄동 치과 심한 잇몸 퇴축으로 인한 흔들리는 치아들 임플란트 치료 과정을 통해 개선한 케이스,준최5-Lv.3,37.71,79.99,64.88,59.85,77.5,61.49,73.0,2024-12-16 11,1624.0,1244.0,303.0,118.0,2.0,3.0,건강·의학,59.09%,,54.0,130,0.011386659887670706
223442936737,골드 인레이 탈락 및 원심 충치로 동탄역 치과 에서 보철 재수복 진행😊,준최5-Lv.3,37.71,76.15,67.23,60.5,79.94,65.62,71.0,2024-05-10 22,1681.0,1263.0,340.0,110.0,0.0,6.0,건강·의학,51.72%,,53.0,90,0.018260459740435452
223149973455,"""이가 떨어졌어요!"" 화성 오산동 치과 발치 후 즉시식립 임플란트",준최5-Lv.3,36.47,75.5,74.57,60.78,89.35,69.47,73.0,2023-07-07 23,1719.0,1307.0,334.0,112.0,0.0,10.0,건강·의학,50.53%,,51.0,170,0.009504969891485382
223713604505,치조골 흡수로 틀니가 흔들린다면? 동탄동 치과 에서 오버덴쳐로 해결한 케이스,준최5-Lv.3,37.71,78.86,71.57,60.2,76.39,63.42,76.0,2025-01-03 14,1669.0,1274.0,299.0,126.0,2.0,3.0,건강·의학,61.57%,0.19,51.0,91,0.012287952061725501
223767379681,"화성 치과 파절된 치외치로 인한 치아 뿌리 염증, 치근단 형성술 받은 케이스",준최5-Lv.3,37.71,77.74,69.59,59.97,80.82,68.1,76.0,2025-02-20 15,1623.0,1234.0,298.0,112.0,3.0,2.0,건강·의학,56.98%,0.01,50.0,113,0.02968651691134822
223235174542,Injection moulding technique 을 사용한 변색되고 벌어진 앞니 치료 동탄치과추천,준최5-Lv.3,36.47,76.9,68.85,59.7,85.35,57.04,19.0,2023-10-12 23,1595.0,1220.0,326.0,104.0,13.0,3.0,건강·의학,50%,,49.0,106,0.0029925360095535156
223776270808,화성 치과 치아 뿌리 끝 형성된 염증 앞니 재신경치료 후 크라운 수복으로 다시 한번 보존하기,준최5-Lv.3,37.71,81.6,67.95,60.51,85.52,67.09,89.0,2025-02-27 12,1710.0,1298.0,316.0,124.0,0.0,5.0,건강·의학,48.53%,,49.0,115,0.013678694723846167
223451837108,"동탄역 치과 ""앞니 사이가 벌어졌어요!"" 레진을 사용한 당일 치료 증례😮",준최5-Lv.3,37.71,74.44,68.39,59.24,83.23,64.84,67.0,2024-05-19 23,1562.0,1166.0,319.0,90.0,0.0,4.0,건강·의학,54.91%,,49.0,87,0.003946456086286595
223747165682,화성 치과 엔도 중 충전재가 제대로 채워지지 않았다면? 어금니 재 신경치료 과정,준최5-Lv.3,37.71,78.81,67.83,59.16,78.58,66.41,78.0,2025-02-04 11,1587.0,1205.0,291.0,106.0,1.0,4.0,건강·의학,51.34%,0.21,49.0,104,0.021193641056186024
223489831119,"오산동 치과, 재신경 치료는 보존과 전문의한테 제대로 받으세요.",준최5-Lv.3,37.71,78.95,70.71,59.65,77.99,61.27,13.0,2024-06-24 19,1619.0,1230.0,310.0,85.0,2.0,3.0,건강·의학,46.63%,,48.0,146,0.008100607803203085
223223930971,"이차우식이 나타난 크라운, 오산동치과 에서는 어떤 방법으로 치료를 도와드렸을까?",준최5-Lv.3,37.71,77.64,70.67,59.42,81.23,57.53,76.0,2023-09-28 18,1573.0,1204.0,313.0,111.0,3.0,3.0,건강·의학,48.02%,,47.0,148,0.0001069472623357335
223374858437,"동탄역 치과 ""다른 곳에서는 뽑으라 하던데..."" 재 신경치료 성공 사례",준최5-Lv.3,37.71,78.55,69.31,69.29,82.07,59.06,68.0,2024-03-06 12,1466.0,1117.0,295.0,110.0,0.0,5.0,건강·의학,62.29%,,47.0,219,0.03189792781407688
223810366687,앞니 크라운 모양이 마음에 들지 않는다면 동탄동 치과 에서 자연스러운 지르코니아 보철 재제작 과정 알려드리겠습니다.,준최5-Lv.3,37.71,77.31,66.67,66.94,78.37,66.41,83.0,2025-03-26 12,2058.0,1576.0,361.0,167.0,3.0,1.0,건강·의학,53.82%,0.52,47.0,109,0.033403309570867505
223764799450,동탄역 치과 앞니 끝 깨짐으로 인해 라미네이트를 수복한 사례,준최5-Lv.3,37.71,78.38,74.95,58.6,88.14,58.93,9.0,2025-02-18 14,1505.0,1134.0,287.0,111.0,4.0,0.0,건강·의학,52.15%,0.2,47.0,92,0.007534467455102376
223291925999,"'조직 괴사로 퍼진 치근단 염증, 자연치를 살릴 수 있을까?' 동탄 신경치료 잘하는 곳",준최5-Lv.3,37.71,74.86,66.57,60.77,78.88,59.76,69.0,2023-12-13 22,1705.0,1290.0,348.0,123.0,2.0,4.0,건강·의학,57.22%,,46.0,118,0.015874913374913376
223296314242,"""앞니 보철이 빠졌어요."" 동탄역 치과 임플란트 4개월간의 과정",준최5-Lv.3,37.71,79.51,69.93,59.15,83.76,59.67,67.0,2023-12-18 15,1527.0,1151.0,311.0,102.0,4.0,0.0,건강·의학,55.69%,,46.0,91,0.012180708180708181
223170676817,"금이 간 crack 치아, 신경치료를 해도 재발할 수 있다? 화성치과 임상 증례",준최5-Lv.3,36.47,78.36,66.98,60.4,82.42,57.06,66.0,2023-07-31 11,1699.0,1283.0,314.0,109.0,3.0,4.0,건강·의학,58.16%,,44.0,178,0.008995700420622562
223388504430,"""앞니 썩은 곳도 많고 모양도 마음에 안 들어요."" 동탄역 치과추천 받고 오셨던 전치부 브릿지 제작 과정",준최5-Lv.3,37.71,73.93,67.15,58.66,76.72,59.28,41.0,2024-03-19 17,1523.0,1142.0,292.0,97.0,3.0,1.0,건강·의학,51.22%,,44.0,102,0.01728986583367241
223749543549,동탄역 치과 어금니 잇몸 내려앉음이 있는 치아 결손 케이스 골이식을 동반하여 임플란트 식립 한 과정,준최5-Lv.3,37.71,76.59,68.68,60.64,84.99,66.18,81.0,2025-02-06 10,1722.0,1305.0,306.0,108.0,2.0,4.0,건강·의학,55.56%,0.16,44.0,98,0.005871177770212557
223474913313,밥 먹을 때 치아가 아프다면? 치아 뿌리에 염증이 생겼을 수도 있습니다. 치근단 절제술 과정 오산동 치과,준최5-Lv.3,37.71,78.16,64.2,61.96,77.22,64.0,83.0,2024-06-10 17,1805.0,1386.0,341.0,118.0,0.0,5.0,건강·의학,51.92%,,43.0,136,0.00428990385426398
223669908658,육안으로 잘 보이지 않는 인접면 충치? 동탄 치과 에서 세라믹 인레이로 깔끔하게 해결한 사례,준최5-Lv.3,37.71,77.61,66.35,59.88,81.41,55.86,72.0,2024-11-22 21,1656.0,1241.0,296.0,127.0,1.0,4.0,건강·의학,51.16%,,43.0,144,0.007756783378922967
223316483238,"""선생님! 앞니가 심하게 썩었어요."" 동탄역 치과 전치부 임플란트&심미보철 케이스",준최5-Lv.3,36.47,76.44,68.7,69.42,79.71,54.02,67.0,2024-01-08 22,1486.0,1123.0,297.0,106.0,7.0,2.0,건강·의학,57.83%,,42.0,104,0.010827573985468722
223336576172,"70대 앞니 부러짐, 환자의 상황을 고려한 동탄치과 전치부 브릿지 수복!",준최5-Lv.3,37.71,77.08,67.59,68.11,78.73,59.84,31.0,2024-01-28 23,1317.0,999.0,281.0,99.0,2.0,2.0,건강·의학,52.53%,,42.0,89,0.005059523809523809
223726806244,동탄2치과 어금니 잇몸 퇴축으로 임플란트 상악동 거상술 측방접근법을 시행한 증례,준최5-Lv.3,37.71,77.03,65.09,62.14,82.01,60.33,77.0,2025-01-15 16,1858.0,1423.0,323.0,132.0,2.0,4.0,건강·의학,57.01%,,42.0,94,0.015498413400059809
223580589189,"오산동 치과, 발치한 당일 아래 어금니 임플란트를 심을 수 있다?",준최5-Lv.3,37.71,76.71,70.31,60.72,85.34,65.16,84.0,2024-09-17 12,1723.0,1312.0,289.0,121.0,2.0,2.0,건강·의학,55.95%,,42.0,54,0.009663990484686292
223167739697,"식립 공간이 모자란 앞니, 어떻게 개선을 도와드렸을까? 동탄임플란트",준최5-Lv.3,36.47,75.59,67.91,62.62,80.96,55.99,83.0,2023-07-27 17,1907.0,1456.0,334.0,133.0,7.0,2.0,건강·의학,54.7%,,41.0,97,0.006474381296867504
223195081339,뿌리 끝 염증이 생기는 원인은 무엇일까? 동탄치과추천,준최5-Lv.3,37.71,76.84,77.31,61.47,81.24,57.91,20.0,2023-08-27 23,1794.0,1348.0,332.0,121.0,2.0,1.0,건강·의학,60%,,41.0,142,0.01396014371657754
223410586957,치료 순서를 정하는 것도 중요하다?! 동탄동 치과 교정 및 전치부 브릿지 수복 과정,준최5-Lv.3,36.47,75.54,67.52,58.91,81.14,68.63,66.0,2024-04-09 17,1514.0,1140.0,310.0,102.0,0.0,8.0,건강·의학,55.42%,,41.0,119,0.04926159819016962
223538287634,"화성 치과 치아 신경치료 후 통증, 재신경치료로 보존해서 오래 사용하실 수 있도록 도와드렸습니다.",준최5-Lv.3,37.71,75.21,63.24,66.86,85.89,62.69,92.0,2024-08-06 13,2038.0,1554.0,357.0,135.0,1.0,5.0,건강·의학,56.49%,,41.0,123,0.008640958588061541
223567150315,"""선생님 앞니가 깨졌어요."" 동탄2 치과 앞니 레진 수복으로 당일 치료 진행 과정",준최5-Lv.3,37.71,74.9,70.42,69.41,79.18,70.9,75.0,2024-08-31 10,1494.0,1124.0,312.0,105.0,2.0,2.0,건강·의학,55.49%,,41.0,105,0.01958859574345389
223426266336,"동탄역 치과 ""잇몸이 붓고 흔들려요."" 치주염 및 매복 사랑니를 동반하고 있었던 분, 가이드 임플란트 식립 과정",준최5-Lv.3,37.71,75.29,68.42,59.96,84.62,61.77,72.0,2024-04-24 23,1644.0,1244.0,328.0,124.0,0.0,7.0,건강·의학,56.54%,,41.0,93,0.02170258881738386
223170259404,화성치과추천 받고 왔어요. 앞니가 깨졌는데.. 치료받을 수 있을까요? (라미네이트 임상 증례),준최5-Lv.3,37.71,78.46,64.75,60.7,81.11,54.22,13.0,2023-07-30 22,1688.0,1271.0,340.0,107.0,3.0,1.0,건강·의학,61.76%,,38.0,97,0.003107112908056304
223329529682,"동탄북광장치과 '잇몸에 생긴 큰 고름, 원인은 채워지지 않은 근관?'",준최5-Lv.3,37.71,75.16,72.93,68.6,80.03,57.86,64.0,2024-01-21 23,1357.0,1032.0,294.0,109.0,1.0,4.0,건강·의학,43.59%,,37.0,89,0.006175537445354425
223398163987,"동탄2목동치과 어둡게 변한 앞니, 발치 후 즉시 식립 임플란트를 할 수밖에 없었던 이유",준최5-Lv.3,37.71,75.36,69.29,59.17,78.25,59.33,71.0,2024-03-28 14,1562.0,1186.0,295.0,103.0,0.0,6.0,건강·의학,47.7%,,36.0,105,0.0114482843441836
223472120224,"신경 치료 동탄 치과, 미루면 더 아파질 뿐입니다.",준최5-Lv.3,37.71,76.88,69.11,61.58,83.01,33.64,18.0,2024-06-07 17,1780.0,1361.0,341.0,115.0,3.0,2.0,건강·의학,49.49%,,36.0,100,0.0033000581508044195
223688912947,,,,,,,,,,,,,,,,,,,,36.0,145,0.007769462912307881
223195081723,동탄치과 발치 후 즉시 식립 임플란트로 어금니 이차우식 개선 완료!,준최5-Lv.3,37.71,73.63,73.65,58.82,86.68,60.75,71.0,2023-08-27 23,1503.0,1133.0,297.0,99.0,3.0,1.0,건강·의학,58.75%,,36.0,70,0.007495856726063639
223827530915,앞니가 깨졌을 때 대처법 동탄 치과 에서 알아보는 레진 수복 치료,준최5-Lv.3,37.71,78.69,69.72,62.5,83.52,70.18,90.0,2025-04-09 16,1924.0,1456.0,349.0,140.0,0.0,5.0,건강·의학,56.7%,,34.0,93,0.0040787601896015505
223736985385,오산동 치과 치근만 남은 앞니 파절 신경치료 후 크라운을 통해 되찾은 사례,준최5-Lv.3,36.47,78.08,65.64,61.61,81.81,53.52,79.0,2025-01-29 14,1825.0,1391.0,331.0,133.0,4.0,4.0,건강·의학,56.94%,,33.0,142,0.022412045553681575
223147720485,임플란트 주위염이 생겼다?! 동탄역 치과 에서 어떻게 개선을 도와드렸을까?,준최5-Lv.3,36.47,75.25,70.76,67.56,83.33,58.39,19.0,2023-07-05 17,2092.0,1599.0,399.0,122.0,0.0,9.0,건강·의학,57.56%,,31.0,97,0.009830176884063267
223461648342,"동탄2치과 앞니 파절 및 비심미적인 형태, 지르코니아 크라운으로 개선 완료👏🏻",준최5-Lv.3,37.71,75.83,65.42,59.05,81.58,62.19,18.0,2024-05-28 23,1526.0,1145.0,322.0,95.0,0.0,5.0,건강·의학,54.67%,,31.0,65,0.0036141916008434363
223773517706,동탄역 치과 어금니 충치으로 레진과 세라믹 인레이를 수복한 과정,준최5-Lv.3,36.47,81.99,71.71,59.26,84.58,59.82,11.0,2025-02-25 19,1569.0,1186.0,290.0,112.0,0.0,8.0,건강·의학,53.93%,0.18,30.0,98,0.002213475812640538
223773517706,동탄역 치과 어금니 충치으로 레진과 세라믹 인레이를 수복한 과정,준최5-Lv.3,36.47,81.99,71.71,59.26,84.58,59.82,11.0,2025-02-25 19,1569.0,1186.0,290.0,112.0,0.0,8.0,건강·의학,53.93%,0.18,30.0,100,0.002213475812640538
223773517706,동탄역 치과 어금니 충치으로 레진과 세라믹 인레이를 수복한 과정,준최5-Lv.3,36.47,81.99,71.71,59.26,84.58,59.82,11.0,2025-02-25 19,1569.0,1186.0,290.0,112.0,0.0,8.0,건강·의학,53.93%,0.18,30.0,98,0.002213475812640538
223773517706,동탄역 치과 어금니 충치으로 레진과 세라믹 인레이를 수복한 과정,준최5-Lv.3,36.47,81.99,71.71,59.26,84.58,59.82,11.0,2025-02-25 19,1569.0,1186.0,290.0,112.0,0.0,8.0,건강·의학,53.93%,0.18,30.0,100,0.002213475812640538
223595953482,동탄 치과 깊게 파고드는 충치 인레이 치료 과정을 통해 자연치 살리기,준최5-Lv.3,37.71,78.26,69.69,59.44,87.76,66.91,10.0,2024-09-25 14,1601.0,1221.0,307.0,117.0,0.0,4.0,건강·의학,54.63%,,29.0,108,0.0019081247096619726
223620072636,자연스러운 모습으로 왜소치를 해결하고 싶다면? 동탄 치과 라미네이트 치료 사례,준최5-Lv.3,37.71,77.83,66.68,60.25,78.96,61.45,61.0,2024-10-17 12,1659.0,1270.0,301.0,111.0,4.0,1.0,건강·의학,55.43%,,29.0,69,0.004461580186987933
223836024559,인레이 깨짐 또는 빠졌을 때 원인과 해결책 오산동 치과 에서 알아봅시다.,준최5-Lv.3,37.71,77.81,64.17,61.44,83.49,42.35,86.0,2025-04-16 18,1806.0,1380.0,333.0,147.0,0.0,4.0,건강·의학,53.78%,,29.0,56,0.028222855195521094
223264573936,"어금니 충치 제거 중 드러난 치수 조직, 동탄역 치과 에서 어떻게 개선을 도왔을까?",준최5-Lv.3,37.71,76.76,65.0,68.4,83.44,62.31,15.0,2023-11-14 16,1332.0,1004.0,299.0,110.0,0.0,4.0,건강·의학,48.13%,,28.0,53,0.02751920147753481
223453337978,"동탄2치과 잇몸 염증, 나아가 자연치 탈락의 원인이 될 수 있다? 전악 임플란트 수복 케이스✨",준최5-Lv.3,37.71,76.56,66.03,68.93,80.76,60.45,92.0,2024-05-21 10,2227.0,1683.0,389.0,130.0,4.0,2.0,건강·의학,51.95%,,28.0,124,0.008028714020285004
223672012238,화성 소재지에 있는 치과 에서 치아 뿌리 끝 염증으로 인해 신경치료 후 크라운을 진행했던 케이스,준최5-Lv.3,37.71,75.05,66.03,58.41,78.84,57.46,4.0,2024-11-25 11,1502.0,1145.0,277.0,109.0,1.0,3.0,건강·의학,54.3%,,28.0,110,0.012443711453072881
223838896283,"초기 충치 방치하면 벌어지는 일, 동탄 치과 에서 인접면 우식 진행과 치료 과정으로 알아보는 조기 대처의 중요성.",준최5-Lv.3,36.47,78.09,66.86,62.15,79.47,66.87,93.0,2025-04-18 16,1857.0,1440.0,318.0,151.0,3.0,5.0,건강·의학,50%,,28.0,109,0.021079604963004175
223319741081,,,,,,,,,,,,,,,,,,,,28.0,90,0.013830454761937073
223652586578,상악동 거상술 술식 측방 접근법을 통해 안전하게 임플란트 재식립 한 사례 동탄역 치과,준최5-Lv.3,37.71,76.43,69.84,61.6,84.81,60.58,74.0,2024-11-08 19,1830.0,1383.0,304.0,119.0,0.0,5.0,건강·의학,56.73%,,28.0,39,0.005701009708530809
223855422665,화성 동탄역 치과 에서 알려드리는 임플란트 까지 이어질 수 있는 '수직 치근 파절',준최5-Lv.3,37.71,77.21,67.88,61.46,84.47,51.43,65.0,2025-05-05 10,1800.0,1358.0,360.0,131.0,3.0,4.0,건강·의학,56.25%,0.16,28.0,88,0.021078922562762687
223221503683,"동탄치과추천 치근 파절, 조기 발견이 왜 어려운 걸까?",준최5-Lv.3,38.35,78.86,73.79,67.27,89.01,63.61,35.0,2023-09-25 22,1243.0,946.0,264.0,90.0,0.0,1.0,건강·의학,53.79%,,27.0,63,0.016673920885877408
223273627729,동탄 치과 에서 임플란트 주위 염증으로 흔들림 후 재수술까지 신중하게,저품질1,0.0,76.56,69.95,67.83,83.5,61.25,86.0,2023-11-24 13,2114.0,1621.0,395.0,149.0,2.0,5.0,건강·의학,58.85%,,27.0,112,0.10466222502987209
223493106667,"동탄역 치과 , 치주 질환 신속히 치료받지 않으면 치아를 뽑아야 될 수 있습니다.",준최5-Lv.3,36.47,77.33,64.76,59.98,85.52,57.91,17.0,2024-06-27 14,1645.0,1264.0,314.0,95.0,4.0,5.0,건강·의학,61.4%,,27.0,71,0.01364057239057239
223805053360,동탄 치과 앞니 부러짐 신경치료 후 크라운 또는 레진 치료하게 되는 기준이 무엇일까요?,준최5-Lv.3,37.71,77.36,64.71,67.04,81.77,53.15,94.0,2025-03-21 17,2046.0,1548.0,388.0,155.0,2.0,4.0,건강·의학,50.82%,,27.0,58,0.007501130573810399
223184556078,"""임플란트가 2개월 만에 완성이 된다?!"" 외상으로 인한 치아 파절 개선 증례 동탄역치과추천",준최5-Lv.3,37.71,77.63,67.21,66.67,78.25,58.28,90.0,2023-08-15 23,2028.0,1520.0,391.0,140.0,5.0,0.0,건강·의학,48.71%,,26.0,87,0.010814235847071666
223486986872,"동탄역 치과 , 틀니는 불편하고 임플란트는 부담될 때 이렇게 치료할 수 있습니다!",준최5-Lv.3,36.47,77.29,61.83,59.28,85.8,57.19,62.0,2024-06-21 17,1556.0,1200.0,287.0,97.0,0.0,8.0,건강·의학,59.88%,,26.0,68,0.011845715200978359
223633437760,잇몸 퇴축으로 인해 치아가 빠진다면? 오산동 치과 다수의 어금니 임플란트 식립으로 저작기능 회복한 증례,준최5-Lv.3,37.71,79.2,65.39,61.38,78.14,61.15,72.0,2024-10-25 18,1808.0,1370.0,307.0,128.0,3.0,1.0,건강·의학,52.53%,,26.0,57,0.03148426088031406
223687414025,오산동 치과 치아 깨짐 통증으로 인한 앞니 신경치료 과정을 진행했던 케이스,준최5-Lv.3,37.71,76.56,69.16,61.87,81.15,61.67,74.0,2024-12-09 14,1851.0,1412.0,344.0,134.0,2.0,4.0,건강·의학,54.42%,,26.0,68,0.013511069292059079
223880864293,"화성 동탄역 치과 에서 함께 분석해 보는, 염증이 꽉 차있던 리엔도 사례",준최5-Lv.3,37.71,73.78,67.02,70.48,84.23,41.0,77.0,2025-05-28 16,2363.0,1843.0,391.0,169.0,1.0,6.0,건강·의학,52.85%,,26.0,124,0.01750564652738566
223326895234,'상악동에 염증이 퍼졌다?' 40대 동탄 임플란트 식립 과정,준최5-Lv.3,37.71,75.84,72.05,67.16,84.53,57.52,42.0,2024-01-18 23,1258.0,950.0,262.0,99.0,1.0,6.0,건강·의학,50.33%,,26.0,97,0.0025381697358599535
223800709422,인접면 충치 화성 치과 에서 인레이 치료 과정 및 세라믹 재료 특징 살펴봅시다!,준최5-Lv.3,37.71,79.43,69.75,69.13,87.19,72.48,94.0,2025-03-18 15,2269.0,1722.0,382.0,147.0,0.0,5.0,건강·의학,52.53%,0.25,26.0,77,0.00614064070148141
223680022380,앞니가 깨졌을 때 어떻게 해야 할까? 화성 치과 에서 치아 파절 신경치료를 통해 심미성 회복한 케이스,준최5-Lv.3,37.71,78.85,63.38,60.23,77.51,60.71,72.0,2024-12-02 16,1675.0,1264.0,327.0,123.0,1.0,5.0,건강·의학,53.85%,,25.0,70,0.008435183555320856
223179567720,'앞니 하나가 흔들리는데 검진받아볼 수 있을까요? 동탄치과추천 받고 왔어요.' 브릿지 수복 증례,준최5-Lv.3,37.71,78.06,65.25,69.45,84.3,60.74,70.0,2023-08-09 23,1492.0,1138.0,303.0,104.0,3.0,1.0,건강·의학,57.8%,,25.0,81,0.0008167295095208785
223381312568,동탄역 치과 치아 앞니 사이 벌어짐 어떻게 해결할까? 다이아스테마 레진 치료로,저품질1,0.0,79.74,70.24,60.46,85.75,63.91,84.0,2024-03-12 19,1704.0,1285.0,331.0,98.0,0.0,3.0,건강·의학,52.44%,,24.0,51,0.006719576719576719
223795754394,잇몸에 고름 주머니 치아 문제일 수 있습니다 동탄 치과 에서 재신경치료 하는 원인 살펴봅시다.,준최5-Lv.3,37.71,78.74,65.3,60.72,81.5,65.59,92.0,2025-03-14 12,1741.0,1313.0,312.0,112.0,0.0,6.0,건강·의학,45.96%,,24.0,111,0.007273079235756101
223258396983,"동탄 치과 ""왼쪽 어금니가 전체적으로 시큰해요."" 숨어있는 근관 찾기",준최5-Lv.3,36.47,75.89,66.74,59.32,84.67,33.39,70.0,2023-11-07 19,1568.0,1193.0,307.0,112.0,1.0,9.0,건강·의학,56.1%,,24.0,162,0.0043515436119286165
223243681120,"크기가 작은 왜소치, 구강질환이 생길 확률도 높아진다? 동탄치과추천",준최5-Lv.3,36.47,77.6,70.27,60.14,82.03,50.69,20.0,2023-10-22 23,1644.0,1246.0,335.0,124.0,11.0,3.0,건강·의학,44.67%,,23.0,76,0.0002173913043478261
223639488509,충치 치료를 통해 수복한 레진이 파절되었을 때 어떻게 할까? 화성 치과 에서 세라믹 인레이 과정을 통해 해결한 사례,준최5-Lv.3,37.71,77.76,65.25,60.62,74.45,62.62,81.0,2024-10-30 11,1729.0,1309.0,311.0,125.0,0.0,3.0,건강·의학,54.71%,,23.0,63,0.011383657765236713
223864036929,오산동 치과 미세 현미경이 필요한 MB Canal 신경치료,준최5-Lv.3,37.71,75.46,75.15,63.55,87.81,45.73,78.0,2025-05-13 12,1985.0,1522.0,350.0,139.0,2.0,4.0,건강·의학,51.5%,,23.0,117,0.0049008822237722495
223582734928,동탄2 치과 치조골 흡수로 인해 흔들리고 이동으로 앞니 임플란트 식립할 수밖에 없었던 사례,준최5-Lv.3,37.71,77.81,64.93,59.64,82.25,60.68,72.0,2024-09-13 11,1612.0,1232.0,308.0,113.0,3.0,3.0,건강·의학,59.7%,,21.0,69,0.011595959595959597
223135306927,동탄 치과 에서 구강 내에 나타난 다발성 충치를 개선해 드렸던 스토리,준최5-Lv.3,36.47,77.2,68.63,61.07,76.62,58.87,74.0,2023-06-21 22,1734.0,1317.0,342.0,124.0,0.0,10.0,건강·의학,54.41%,,20.0,85,0.03774829745417981
223142147666,"""앞니 크라운이 예쁘지도 않고, 주변 잇몸이 계속 붓더라고요.."" 동탄역 치과",저품질1,0.0,77.26,65.94,61.55,81.1,58.2,18.0,2023-06-29 15,1785.0,1358.0,352.0,134.0,0.0,8.0,건강·의학,53.92%,,20.0,147,0.00019538722194895338
223593477720,"벌어져있는 치아, 레진으로 앞니 사이 채워 넣어 감쪽같이 해결한 증례 오산동 치과",준최5-Lv.3,37.71,77.66,68.31,60.15,78.56,65.57,14.0,2024-09-23 16,1662.0,1258.0,319.0,115.0,4.0,1.0,건강·의학,57.87%,,20.0,93,0.010594466984601513
223755253807,화성 치과 어금니 잇몸 염증으로 심한 골소실 있는 케이스 발치 후 임플란트 지연 식립 한 과정,준최5-Lv.3,37.71,75.38,68.89,60.4,85.4,66.02,78.0,2025-02-10 14,1695.0,1289.0,300.0,118.0,1.0,4.0,건강·의학,61.32%,,20.0,75,0.005811120501273302
223561578738,화성 치과 다시 욱신거리는 통증 신경치료가 필요한 신호일수 있습니다.,준최5-Lv.3,37.71,77.36,66.66,60.27,82.23,61.94,70.0,2024-08-26 19,1676.0,1277.0,315.0,124.0,3.0,2.0,건강·의학,46.31%,,19.0,85,0.0019569092459118032
223807794823,오래된 보철 충치와 염증으로 인해 오산동 치과 에서 발치 후 임플란트 브릿지 시행했습니다.,준최5-Lv.3,37.71,75.83,65.28,66.56,79.81,65.48,97.0,2025-03-24 12,2064.0,1565.0,334.0,144.0,4.0,2.0,건강·의학,58.21%,,19.0,69,0.009242751960848573
223843922177,치경부 마모증 왜 이가 시릴까요 동탄역 치과 에서 원인과 레진 치료 과정 살펴보기.,준최5-Lv.3,37.71,79.29,70.42,68.85,83.03,61.98,90.0,2025-04-23 15,2221.0,1691.0,383.0,179.0,0.0,3.0,건강·의학,55.74%,,19.0,104,0.005927045389960992
