"searchQuery","date","pc","mobile"
"잇몸 변색","2023-09",30,350
"잇몸 변색","2024-01",40,280
"잇몸 변색","2024-05",30,350
"잇몸 변색","2025-02",30,290
"잇몸 변색","2023-11",30,290
"잇몸 변색","2024-10",40,340
"잇몸 변색","2025-01",20,290
"잇몸 변색","2025-05",20,340
"골드인레이 크랙","2024-06",4,10
"골드인레이 크랙","2024-09",10,20
"골드인레이 크랙","2024-03",7,20
"골드인레이 크랙","2024-07",9,10
"골드인레이 크랙","2023-08",5,10
"골드인레이 크랙","2024-08",10,10
"골드인레이 크랙","2024-12",9,20
"골드인레이 크랙","2024-02",7,10
"골드인레이 크랙","2023-10",6,20
"골드인레이 크랙","2023-12",4,20
"골드인레이 크랙","2024-04",6,10
"골드인레이 크랙","2025-06",7,10
"골드인레이 크랙","2024-11",4,20
"골드인레이 크랙","2025-03",2,10
"골드인레이 크랙","2025-04",8,10
"골드인레이 크랙","2023-07",6,20
"골드인레이 크랙","2023-09",0,20
"골드인레이 크랙","2024-01",10,10
"골드인레이 크랙","2024-05",6,20
"골드인레이 크랙","2025-02",6,10
"골드인레이 크랙","2023-11",10,20
"골드인레이 크랙","2024-10",9,20
"골드인레이 크랙","2025-01",5,10
"골드인레이 크랙","2025-05",5,20
"흔들리는치아 신경치료","2024-06",2,30
"흔들리는치아 신경치료","2024-09",5,20
"흔들리는치아 신경치료","2024-03",2,30
"흔들리는치아 신경치료","2024-07",7,20
"흔들리는치아 신경치료","2023-08",3,20
"흔들리는치아 신경치료","2024-08",6,10
"흔들리는치아 신경치료","2024-12",6,30
"흔들리는치아 신경치료","2024-02",7,20
"흔들리는치아 신경치료","2023-10",7,10
"흔들리는치아 신경치료","2023-12",2,30
"흔들리는치아 신경치료","2024-04",7,20
"흔들리는치아 신경치료","2025-06",7,20
"흔들리는치아 신경치료","2024-11",4,20
"흔들리는치아 신경치료","2025-03",8,40
"흔들리는치아 신경치료","2025-04",3,40
"흔들리는치아 신경치료","2023-07",6,20
"흔들리는치아 신경치료","2023-09",1,20
"흔들리는치아 신경치료","2024-01",4,30
"흔들리는치아 신경치료","2024-05",2,30
"흔들리는치아 신경치료","2025-02",8,30
"흔들리는치아 신경치료","2023-11",3,20
"흔들리는치아 신경치료","2024-10",4,20
"흔들리는치아 신경치료","2025-01",7,30
"흔들리는치아 신경치료","2025-05",8,20
"앞니 신경치료 후 통증","2024-06",7,50
"앞니 신경치료 후 통증","2024-09",3,30
"앞니 신경치료 후 통증","2024-03",4,40
"앞니 신경치료 후 통증","2024-07",8,30
"앞니 신경치료 후 통증","2023-08",6,80
"앞니 신경치료 후 통증","2024-08",2,40
"앞니 신경치료 후 통증","2024-12",4,50
"앞니 신경치료 후 통증","2024-02",3,80
"앞니 신경치료 후 통증","2023-10",4,50
"앞니 신경치료 후 통증","2023-12",4,40
"앞니 신경치료 후 통증","2024-04",3,70
"앞니 신경치료 후 통증","2025-06",10,40
"앞니 신경치료 후 통증","2024-11",8,40
"앞니 신경치료 후 통증","2025-03",9,30
"앞니 신경치료 후 통증","2025-04",6,40
"앞니 신경치료 후 통증","2023-07",10,60
"앞니 신경치료 후 통증","2023-09",3,60
"앞니 신경치료 후 통증","2024-01",8,90
"앞니 신경치료 후 통증","2024-05",6,50
"앞니 신경치료 후 통증","2025-02",6,40
"앞니 신경치료 후 통증","2023-11",4,60
"앞니 신경치료 후 통증","2024-10",1,40
"앞니 신경치료 후 통증","2025-01",3,50
"앞니 신경치료 후 통증","2025-05",5,70
"앞니 잇몸 내려앉음","2024-06",10,150
"앞니 잇몸 내려앉음","2024-09",10,60
"앞니 잇몸 내려앉음","2024-03",5,70
"앞니 잇몸 내려앉음","2024-07",30,290
"앞니 잇몸 내려앉음","2023-08",2,30
"앞니 잇몸 내려앉음","2024-08",10,150
"앞니 잇몸 내려앉음","2024-12",10,50
"앞니 잇몸 내려앉음","2024-02",10,70
"앞니 잇몸 내려앉음","2023-10",5,50
"앞니 잇몸 내려앉음","2023-12",1,40
"앞니 잇몸 내려앉음","2024-04",9,50
"앞니 잇몸 내려앉음","2025-06",30,380
"앞니 잇몸 내려앉음","2024-11",10,80
"앞니 잇몸 내려앉음","2025-03",10,120
"앞니 잇몸 내려앉음","2025-04",20,240
"앞니 잇몸 내려앉음","2023-07",6,40
"앞니 잇몸 내려앉음","2023-09",5,40
"앞니 잇몸 내려앉음","2024-01",6,40
"앞니 잇몸 내려앉음","2024-05",6,70
"앞니 잇몸 내려앉음","2025-02",10,90
"앞니 잇몸 내려앉음","2023-11",10,40
"앞니 잇몸 내려앉음","2024-10",10,80
"앞니 잇몸 내려앉음","2025-01",3,50
"앞니 잇몸 내려앉음","2025-05",30,400
"치아 뿌리 고름","2024-06",2,20
"치아 뿌리 고름","2024-09",6,30
"치아 뿌리 고름","2024-03",3,30
"치아 뿌리 고름","2024-07",8,20
"치아 뿌리 고름","2023-08",7,30
"치아 뿌리 고름","2024-08",7,20
"치아 뿌리 고름","2024-12",3,30
"치아 뿌리 고름","2024-02",7,30
"치아 뿌리 고름","2023-10",2,20
"치아 뿌리 고름","2023-12",2,20
"치아 뿌리 고름","2024-04",4,30
"치아 뿌리 고름","2025-06",6,20
"치아 뿌리 고름","2024-11",5,20
"치아 뿌리 고름","2025-03",2,40
"치아 뿌리 고름","2025-04",9,30
"치아 뿌리 고름","2023-07",4,30
"치아 뿌리 고름","2023-09",5,20
"치아 뿌리 고름","2024-01",9,30
"치아 뿌리 고름","2024-05",5,20
"치아 뿌리 고름","2025-02",1,10
"치아 뿌리 고름","2023-11",10,30
"치아 뿌리 고름","2024-10",6,40
"치아 뿌리 고름","2025-01",2,20
"치아 뿌리 고름","2025-05",4,30
"동탄역 사랑니","2024-06",10,30
"동탄역 사랑니","2024-09",3,30
"동탄역 사랑니","2024-03",10,40
"동탄역 사랑니","2024-07",7,20
"동탄역 사랑니","2023-08",6,20
"동탄역 사랑니","2024-08",9,20
"동탄역 사랑니","2024-12",8,10
"동탄역 사랑니","2024-02",5,30
"동탄역 사랑니","2023-10",4,20
"동탄역 사랑니","2023-12",7,10
"동탄역 사랑니","2024-04",10,20
"동탄역 사랑니","2025-06",6,30
"동탄역 사랑니","2024-11",10,20
"동탄역 사랑니","2025-03",3,30
"동탄역 사랑니","2025-04",10,20
"동탄역 사랑니","2023-07",6,20
"동탄역 사랑니","2023-09",4,20
"동탄역 사랑니","2024-01",7,30
"동탄역 사랑니","2024-05",8,20
"동탄역 사랑니","2025-02",1,30
"동탄역 사랑니","2023-11",1,10
"동탄역 사랑니","2024-10",2,20
"동탄역 사랑니","2025-01",10,40
"동탄역 사랑니","2025-05",6,20
"동탄보존과 전문의","2024-09",4,10
"동탄보존과 전문의","2024-07",5,10
"동탄보존과 전문의","2023-08",0,10
"동탄보존과 전문의","2024-02",10,20
"동탄보존과 전문의","2025-06",4,10
"동탄보존과 전문의","2024-11",2,20
"동탄보존과 전문의","2025-03",1,10
"동탄보존과 전문의","2023-07",3,10
"동탄보존과 전문의","2024-01",1,10
"동탄보존과 전문의","2024-05",1,10
"동탄보존과 전문의","2025-02",3,10
"동탄보존과 전문의","2023-11",5,10
"다발성 충치","2024-06",2,10
"다발성 충치","2024-09",4,10
"다발성 충치","2024-07",6,20
"다발성 충치","2024-08",6,20
"다발성 충치","2024-12",5,10
"다발성 충치","2024-02",0,20
"다발성 충치","2023-10",5,10
"다발성 충치","2023-12",5,10
"다발성 충치","2024-04",0,10
"다발성 충치","2025-06",2,20
"다발성 충치","2024-11",9,30
"다발성 충치","2025-03",4,20
"다발성 충치","2025-04",3,20
"다발성 충치","2023-07",2,20
"다발성 충치","2023-09",5,10
"다발성 충치","2024-01",3,10
"다발성 충치","2025-02",4,20
"다발성 충치","2023-11",6,10
"다발성 충치","2024-10",10,10
"다발성 충치","2025-01",4,40
"다발성 충치","2025-05",2,10
"수직 치근 파절","2024-06",9,20
"수직 치근 파절","2024-09",7,10
"수직 치근 파절","2024-03",4,20
"수직 치근 파절","2024-07",10,8
"수직 치근 파절","2023-08",4,10
"수직 치근 파절","2024-08",20,30
"수직 치근 파절","2024-12",10,20
"수직 치근 파절","2024-02",5,10
"수직 치근 파절","2023-10",10,20
"수직 치근 파절","2023-12",10,10
"수직 치근 파절","2024-04",5,10
"수직 치근 파절","2025-06",8,30
"수직 치근 파절","2024-11",10,10
"수직 치근 파절","2025-03",10,10
"수직 치근 파절","2025-04",10,10
"수직 치근 파절","2023-09",2,20
"수직 치근 파절","2024-01",8,10
"수직 치근 파절","2024-05",9,10
"수직 치근 파절","2025-02",10,10
"수직 치근 파절","2023-11",8,20
"수직 치근 파절","2024-10",8,20
"수직 치근 파절","2025-01",7,10
"수직 치근 파절","2025-05",10,20
"어금니 수직 파절","2024-06",0,10
"어금니 수직 파절","2024-09",2,10
"어금니 수직 파절","2024-07",0,10
"어금니 수직 파절","2024-08",0,10
"어금니 수직 파절","2024-12",3,10
"어금니 수직 파절","2023-10",0,10
"어금니 수직 파절","2025-06",1,10
"어금니 수직 파절","2024-11",1,10
"어금니 수직 파절","2025-03",1,20
"어금니 수직 파절","2025-04",6,10
"어금니 수직 파절","2024-01",2,10
"어금니 수직 파절","2024-05",3,10
"어금니 수직 파절","2025-02",10,10
"어금니 수직 파절","2023-11",0,10
"어금니 수직 파절","2024-10",1,10
"어금니 수직 파절","2025-01",4,10
"어금니 수직 파절","2025-05",5,10
"동탄치아보존과","2024-01",0,10
"동탄치아보존과","2024-10",0,10
"동탄치아보존과","2025-05",0,10
"동탄재신경치료","2024-06",0,10
"동탄재신경치료","2024-07",2,10
"동탄재신경치료","2023-08",0,20
"동탄재신경치료","2024-08",0,10
"동탄재신경치료","2023-12",1,10
"동탄재신경치료","2025-06",0,10
"동탄재신경치료","2025-03",5,10
"동탄재신경치료","2025-02",1,10
"동탄재신경치료","2025-05",3,10
"소구치 교합면","2025-06",1,20
"동탄앞니레진","2023-08",6,10
"동탄앞니레진","2023-10",0,10
"동탄앞니레진","2023-12",2,10
"동탄앞니레진","2024-01",2,10
"동탄앞니레진","2025-02",1,10
"동탄앞니레진","2023-11",2,10
"동탄앞니레진","2025-01",1,10
"치과치질","2024-06",5,30
"치과치질","2024-09",6,50
"치과치질","2024-03",10,30
"치과치질","2024-07",10,60
"치과치질","2023-08",10,60
"치과치질","2024-08",10,60
"치과치질","2024-12",3,30
"치과치질","2024-02",8,40
"치과치질","2023-10",9,30
"치과치질","2023-12",20,30
"치과치질","2024-04",7,30
"치과치질","2025-06",10,30
"치과치질","2024-11",10,20
"치과치질","2025-03",10,100
"치과치질","2025-04",10,30
"치과치질","2023-07",10,60
"치과치질","2023-09",10,40
"치과치질","2024-01",10,40
"치과치질","2024-05",5,20
"치과치질","2025-02",7,50
"치과치질","2023-11",7,40
"치과치질","2024-10",7,30
"치과치질","2025-01",10,40
"치과치질","2025-05",2,20
"동탄 앞니교정","2024-07",2,10
"동탄 앞니교정","2023-12",1,10
"동탄 앞니교정","2024-04",0,10
"동탄 앞니교정","2024-11",3,10
"동탄 앞니교정","2025-03",1,10
"동탄 앞니교정","2024-01",1,10
"동탄 앞니교정","2024-05",6,10
"동탄 앞니교정","2025-02",1,10
"수평파절","2024-01",1,10
"치조골 흡수","2024-06",20,40
"치조골 흡수","2024-09",20,30
"치조골 흡수","2024-03",20,20
"치조골 흡수","2024-07",20,20
"치조골 흡수","2023-08",10,20
"치조골 흡수","2024-08",10,30
"치조골 흡수","2024-12",20,50
"치조골 흡수","2024-02",20,40
"치조골 흡수","2023-10",20,60
"치조골 흡수","2023-12",20,20
"치조골 흡수","2024-04",30,40
"치조골 흡수","2025-06",10,40
"치조골 흡수","2024-11",20,30
"치조골 흡수","2025-03",20,40
"치조골 흡수","2025-04",20,40
"치조골 흡수","2023-07",30,20
"치조골 흡수","2023-09",20,30
"치조골 흡수","2024-01",10,30
"치조골 흡수","2024-05",20,40
"치조골 흡수","2025-02",10,20
"치조골 흡수","2023-11",20,40
"치조골 흡수","2024-10",10,30
"치조골 흡수","2025-01",9,20
"치조골 흡수","2025-05",20,40
"치과 브릿지 과정","2023-10",0,10
"치과 브릿지 과정","2023-07",1,10
"앞니 치수괴사","2024-06",1,10
"앞니 치수괴사","2024-09",4,10
"앞니 치수괴사","2025-03",6,10
"앞니 치수괴사","2023-09",1,10
"상악동거상술","2024-06",1810,6920
"상악동거상술","2024-09",1350,5990
"상악동거상술","2024-03",1660,7110
"상악동거상술","2024-07",1910,7820
"상악동거상술","2023-08",1490,6520
"상악동거상술","2024-08",1630,7010
"상악동거상술","2024-12",1860,6010
"상악동거상술","2024-02",1290,5860
"상악동거상술","2023-10",1470,6100
"상악동거상술","2023-12",1340,6180
"상악동거상술","2024-04",1690,7020
"상악동거상술","2025-06",1360,6230
"상악동거상술","2024-11",2090,6730
"상악동거상술","2025-03",1790,7270
"상악동거상술","2025-04",1640,6900
"상악동거상술","2023-07",1510,6790
"상악동거상술","2023-09",1390,6250
"상악동거상술","2024-01",1620,7250
"상악동거상술","2024-05",1660,7320
"상악동거상술","2025-02",1740,6980
"상악동거상술","2023-11",1580,6510
"상악동거상술","2024-10",1650,6980
"상악동거상술","2025-01",1710,6210
"상악동거상술","2025-05",1440,6690
"아래 어금니 발치","2024-06",8,40
"아래 어금니 발치","2024-09",10,50
"아래 어금니 발치","2024-03",10,80
"아래 어금니 발치","2024-07",10,30
"아래 어금니 발치","2023-08",10,30
"아래 어금니 발치","2024-08",6,40
"아래 어금니 발치","2024-12",6,30
"아래 어금니 발치","2024-02",10,60
"아래 어금니 발치","2023-10",7,30
"아래 어금니 발치","2023-12",5,30
"아래 어금니 발치","2024-04",10,50
"아래 어금니 발치","2025-06",6,50
"아래 어금니 발치","2024-11",10,50
"아래 어금니 발치","2025-03",6,70
"아래 어금니 발치","2025-04",10,70
"아래 어금니 발치","2023-07",10,40
"아래 어금니 발치","2023-09",2,20
"아래 어금니 발치","2024-01",10,50
"아래 어금니 발치","2024-05",6,40
"아래 어금니 발치","2025-02",10,70
"아래 어금니 발치","2023-11",8,30
"아래 어금니 발치","2024-10",9,50
"아래 어금니 발치","2025-01",7,50
"아래 어금니 발치","2025-05",7,70
"치아 브릿지","2024-06",840,4130
"치아 브릿지","2024-09",800,4100
"치아 브릿지","2024-03",940,5240
"치아 브릿지","2024-07",850,4450
"치아 브릿지","2023-08",780,4290
"치아 브릿지","2024-08",840,4170
"치아 브릿지","2024-12",840,4080
"치아 브릿지","2024-02",840,4240
"치아 브릿지","2023-10",810,3990
"치아 브릿지","2023-12",850,5430
"치아 브릿지","2024-04",860,4380
"치아 브릿지","2025-06",700,2900
"치아 브릿지","2024-11",840,3740
"치아 브릿지","2025-03",920,4080
"치아 브릿지","2025-04",840,3420
"치아 브릿지","2023-07",800,4590
"치아 브릿지","2023-09",730,3940
"치아 브릿지","2024-01",940,5360
"치아 브릿지","2024-05",810,4400
"치아 브릿지","2025-02",880,4280
"치아 브릿지","2023-11",880,4620
"치아 브릿지","2024-10",810,4170
"치아 브릿지","2025-01",790,4190
"치아 브릿지","2025-05",750,3000
"잇몸퇴축 임플란트","2024-06",2,10
"잇몸퇴축 임플란트","2024-09",2,20
"잇몸퇴축 임플란트","2024-03",4,20
"잇몸퇴축 임플란트","2024-07",7,20
"잇몸퇴축 임플란트","2023-08",5,20
"잇몸퇴축 임플란트","2024-08",10,30
"잇몸퇴축 임플란트","2024-12",3,10
"잇몸퇴축 임플란트","2024-02",3,10
"잇몸퇴축 임플란트","2023-10",3,20
"잇몸퇴축 임플란트","2023-12",3,10
"잇몸퇴축 임플란트","2024-04",5,20
"잇몸퇴축 임플란트","2025-06",4,30
"잇몸퇴축 임플란트","2024-11",0,10
"잇몸퇴축 임플란트","2025-03",2,20
"잇몸퇴축 임플란트","2025-04",5,30
"잇몸퇴축 임플란트","2023-07",2,30
"잇몸퇴축 임플란트","2023-09",2,20
"잇몸퇴축 임플란트","2024-01",2,20
"잇몸퇴축 임플란트","2024-05",1,20
"잇몸퇴축 임플란트","2025-02",3,20
"잇몸퇴축 임플란트","2023-11",4,30
"잇몸퇴축 임플란트","2024-10",6,40
"잇몸퇴축 임플란트","2025-01",2,20
"잇몸퇴축 임플란트","2025-05",2,20
"어금니 잇몸 퇴축","2024-06",8,60
"어금니 잇몸 퇴축","2024-09",10,80
"어금니 잇몸 퇴축","2024-03",7,70
"어금니 잇몸 퇴축","2024-07",10,50
"어금니 잇몸 퇴축","2023-08",3,70
"어금니 잇몸 퇴축","2024-08",10,50
"어금니 잇몸 퇴축","2024-12",10,40
"어금니 잇몸 퇴축","2024-02",9,60
"어금니 잇몸 퇴축","2023-10",10,60
"어금니 잇몸 퇴축","2023-12",9,40
"어금니 잇몸 퇴축","2024-04",5,70
"어금니 잇몸 퇴축","2025-06",2,50
"어금니 잇몸 퇴축","2024-11",9,50
"어금니 잇몸 퇴축","2025-03",10,50
"어금니 잇몸 퇴축","2025-04",7,50
"어금니 잇몸 퇴축","2023-07",10,80
"어금니 잇몸 퇴축","2023-09",10,80
"어금니 잇몸 퇴축","2024-01",10,60
"어금니 잇몸 퇴축","2024-05",6,50
"어금니 잇몸 퇴축","2025-02",7,50
"어금니 잇몸 퇴축","2023-11",5,70
"어금니 잇몸 퇴축","2024-10",10,70
"어금니 잇몸 퇴축","2025-01",10,70
"어금니 잇몸 퇴축","2025-05",9,40
"인레이 치아파절","2024-06",3,20
"인레이 치아파절","2024-09",4,10
"인레이 치아파절","2024-03",5,10
"인레이 치아파절","2024-07",5,10
"인레이 치아파절","2023-08",2,10
"인레이 치아파절","2024-08",6,20
"인레이 치아파절","2024-12",1,10
"인레이 치아파절","2024-02",5,20
"인레이 치아파절","2023-12",3,10
"인레이 치아파절","2024-04",6,10
"인레이 치아파절","2025-06",3,10
"인레이 치아파절","2025-03",5,20
"인레이 치아파절","2025-04",2,20
"인레이 치아파절","2023-07",5,20
"인레이 치아파절","2023-09",6,20
"인레이 치아파절","2024-01",2,20
"인레이 치아파절","2024-05",5,20
"인레이 치아파절","2025-02",6,20
"인레이 치아파절","2023-11",3,30
"인레이 치아파절","2024-10",4,30
"인레이 치아파절","2025-01",2,10
"인레이 치아파절","2025-05",2,20
"유치 아랫니","2024-06",2,50
"유치 아랫니","2024-09",3,60
"유치 아랫니","2024-03",3,60
"유치 아랫니","2024-07",4,60
"유치 아랫니","2023-08",0,40
"유치 아랫니","2024-08",4,40
"유치 아랫니","2024-12",3,60
"유치 아랫니","2024-02",1,60
"유치 아랫니","2023-10",3,40
"유치 아랫니","2023-12",4,50
"유치 아랫니","2024-04",3,40
"유치 아랫니","2025-06",6,50
"유치 아랫니","2024-11",2,50
"유치 아랫니","2025-03",3,30
"유치 아랫니","2025-04",0,50
"유치 아랫니","2023-07",5,40
"유치 아랫니","2023-09",1,40
"유치 아랫니","2024-01",0,50
"유치 아랫니","2024-05",2,50
"유치 아랫니","2025-02",4,40
"유치 아랫니","2023-11",4,40
"유치 아랫니","2024-10",5,50
"유치 아랫니","2025-01",2,60
"유치 아랫니","2025-05",2,50
"엔도","2024-06",510,2410
"엔도","2024-09",790,3640
"엔도","2024-03",2180,10000
"엔도","2024-07",630,2480
"엔도","2023-08",3980,17100
"엔도","2024-08",1330,4010
"엔도","2024-12",740,2880
"엔도","2024-02",2940,16400
"엔도","2023-10",2030,9170
"엔도","2023-12",3120,12700
"엔도","2024-04",1330,5230
"엔도","2025-06",460,2120
"엔도","2024-11",590,2490
"엔도","2025-03",560,3340
"엔도","2025-04",470,1980
"엔도","2023-07",330,1460
"엔도","2023-09",1570,5990
"엔도","2024-01",3160,15100
"엔도","2024-05",1050,4750
"엔도","2025-02",580,2580
"엔도","2023-11",1490,6520
"엔도","2024-10",640,2710
"엔도","2025-01",700,3140
"엔도","2025-05",490,2330
"임플란트 잇몸 내려앉음","2024-06",10,50
"임플란트 잇몸 내려앉음","2024-09",8,90
"임플란트 잇몸 내려앉음","2024-03",5,50
"임플란트 잇몸 내려앉음","2024-07",8,50
"임플란트 잇몸 내려앉음","2023-08",6,40
"임플란트 잇몸 내려앉음","2024-08",7,70
"임플란트 잇몸 내려앉음","2024-12",10,60
"임플란트 잇몸 내려앉음","2024-02",10,40
"임플란트 잇몸 내려앉음","2023-10",4,40
"임플란트 잇몸 내려앉음","2023-12",10,50
"임플란트 잇몸 내려앉음","2024-04",9,70
"임플란트 잇몸 내려앉음","2025-06",10,40
"임플란트 잇몸 내려앉음","2024-11",10,50
"임플란트 잇몸 내려앉음","2025-03",40,380
"임플란트 잇몸 내려앉음","2025-04",30,280
"임플란트 잇몸 내려앉음","2023-07",4,40
"임플란트 잇몸 내려앉음","2023-09",8,60
"임플란트 잇몸 내려앉음","2024-01",10,50
"임플란트 잇몸 내려앉음","2024-05",7,40
"임플란트 잇몸 내려앉음","2025-02",30,340
"임플란트 잇몸 내려앉음","2023-11",10,30
"임플란트 잇몸 내려앉음","2024-10",10,60
"임플란트 잇몸 내려앉음","2025-01",10,220
"임플란트 잇몸 내려앉음","2025-05",20,220
"치아 깨졌을때","2024-06",60,490
"치아 깨졌을때","2024-09",60,480
"치아 깨졌을때","2024-03",70,460
"치아 깨졌을때","2024-07",70,490
"치아 깨졌을때","2023-08",30,140
"치아 깨졌을때","2024-08",70,480
"치아 깨졌을때","2024-12",100,810
"치아 깨졌을때","2024-02",40,190
"치아 깨졌을때","2023-10",30,160
"치아 깨졌을때","2023-12",20,160
"치아 깨졌을때","2024-04",80,490
"치아 깨졌을때","2025-06",30,190
"치아 깨졌을때","2024-11",120,910
"치아 깨졌을때","2025-03",60,480
"치아 깨졌을때","2025-04",50,470
"치아 깨졌을때","2023-07",20,140
"치아 깨졌을때","2023-09",20,130
"치아 깨졌을때","2024-01",40,150
"치아 깨졌을때","2024-05",70,440
"치아 깨졌을때","2025-02",60,490
"치아 깨졌을때","2023-11",30,190
"치아 깨졌을때","2024-10",90,820
"치아 깨졌을때","2025-01",80,720
"치아 깨졌을때","2025-05",80,550
"잇몸 덩어리","2024-06",5,30
"잇몸 덩어리","2024-09",3,30
"잇몸 덩어리","2024-03",6,30
"잇몸 덩어리","2024-07",4,40
"잇몸 덩어리","2023-08",3,20
"잇몸 덩어리","2024-08",2,30
"잇몸 덩어리","2024-12",4,30
"잇몸 덩어리","2024-02",5,30
"잇몸 덩어리","2023-10",0,30
"잇몸 덩어리","2023-12",10,40
"잇몸 덩어리","2024-04",2,30
"잇몸 덩어리","2025-06",2,20
"잇몸 덩어리","2024-11",4,30
"잇몸 덩어리","2025-03",1,40
"잇몸 덩어리","2025-04",0,30
"잇몸 덩어리","2023-07",3,40
"잇몸 덩어리","2023-09",2,30
"잇몸 덩어리","2024-01",7,30
"잇몸 덩어리","2024-05",1,40
"잇몸 덩어리","2025-02",3,30
"잇몸 덩어리","2023-11",0,30
"잇몸 덩어리","2024-10",3,40
"잇몸 덩어리","2025-01",4,30
"잇몸 덩어리","2025-05",5,30
"치수복조","2024-06",130,230
"치수복조","2024-09",130,230
"치수복조","2024-03",130,250
"치수복조","2024-07",160,220
"치수복조","2023-08",130,190
"치수복조","2024-08",140,180
"치수복조","2024-12",150,220
"치수복조","2024-02",120,130
"치수복조","2023-10",100,190
"치수복조","2023-12",90,190
"치수복조","2024-04",140,320
"치수복조","2025-06",130,210
"치수복조","2024-11",150,270
"치수복조","2025-03",140,280
"치수복조","2025-04",140,290
"치수복조","2023-07",110,210
"치수복조","2023-09",160,220
"치수복조","2024-01",110,190
"치수복조","2024-05",130,190
"치수복조","2025-02",110,180
"치수복조","2023-11",100,220
"치수복조","2024-10",130,250
"치수복조","2025-01",130,180
"치수복조","2025-05",120,220
"네오 픽스쳐","2025-03",1,10
"레진수복","2024-06",20,90
"레진수복","2024-09",40,140
"레진수복","2024-03",40,130
"레진수복","2024-07",30,160
"레진수복","2023-08",30,150
"레진수복","2024-08",20,160
"레진수복","2024-12",30,80
"레진수복","2024-02",30,120
"레진수복","2023-10",50,100
"레진수복","2023-12",20,80
"레진수복","2024-04",40,90
"레진수복","2025-06",20,90
"레진수복","2024-11",30,90
"레진수복","2025-03",30,110
"레진수복","2025-04",20,80
"레진수복","2023-07",40,120
"레진수복","2023-09",40,110
"레진수복","2024-01",30,130
"레진수복","2024-05",30,100
"레진수복","2025-02",20,80
"레진수복","2023-11",30,130
"레진수복","2024-10",30,120
"레진수복","2025-01",10,100
"레진수복","2025-05",20,100
"동탄 앞니 크라운","2023-12",0,10
"[치과 20회] 치수염 원인과 치료","2024-03",0,20
"[치과 20회] 치수염 원인과 치료","2023-08",2,20
"[치과 20회] 치수염 원인과 치료","2024-02",1,10
"[치과 20회] 치수염 원인과 치료","2023-12",1,10
"[치과 20회] 치수염 원인과 치료","2024-04",2,10
"[치과 20회] 치수염 원인과 치료","2023-09",2,10
"[치과 20회] 치수염 원인과 치료","2024-01",0,10
"[치과 20회] 치수염 원인과 치료","2024-05",3,10
"동탄 미세현미경치과","2024-03",1,10
"동탄 미세현미경치과","2025-02",4,10
"동탄 미세현미경치과","2025-01",0,10
"동탄 미세현미경치과","2025-05",1,20
"injection","2024-06",2360,4670
"injection","2024-09",1990,3940
"injection","2024-03",2760,5010
"injection","2024-07",2460,4150
"injection","2023-08",2480,4200
"injection","2024-08",2200,3780
"injection","2024-12",1910,3520
"injection","2024-02",2160,3800
"injection","2023-10",2750,5100
"injection","2023-12",2310,4330
"injection","2024-04",2760,5190
"injection","2025-06",1800,3360
"injection","2024-11",2160,4130
"injection","2025-03",2110,4240
"injection","2025-04",2210,3960
"injection","2023-07",2580,4320
"injection","2023-09",2470,4260
"injection","2024-01",2630,4310
"injection","2024-05",2620,4940
"injection","2025-02",1820,3420
"injection","2023-11",2690,4830
"injection","2024-10",2440,4830
"injection","2025-01",1760,3430
"injection","2025-05",1750,3490
"동탄 앞니레진","2023-08",6,10
"동탄 앞니레진","2023-10",0,10
"동탄 앞니레진","2023-12",2,10
"동탄 앞니레진","2024-01",2,10
"동탄 앞니레진","2025-02",1,10
"동탄 앞니레진","2023-11",2,10
"동탄 앞니레진","2025-01",1,10
"동탄 미백치과","2025-06",3,10
"동탄 미백치과","2023-07",1,10
"동탄 미백치과","2024-01",2,10
"동탄 미백치과","2024-10",0,10
"동탄 미백치과","2025-01",1,10
"동탄 미백치과","2025-05",1,10
"동탄치과 레진","2024-09",1,10
"동탄치과 레진","2023-12",1,10
"동탄치과 레진","2024-04",0,10
"동탄치과 레진","2024-11",1,10
"동탄치과 레진","2025-04",1,10
"동탄치과 레진","2024-01",3,10
"치질 치과","2024-09",1,10
"치질 치과","2024-08",0,10
"치질 치과","2024-04",1,10
"치질 치과","2025-06",0,10
"치질 치과","2025-03",1,10
"유치 pulpotomy","2024-07",6,10
"유치 pulpotomy","2024-08",10,2
"치수절단술 mta","2024-07",10,10
"치수절단술 mta","2024-08",9,10
"치수절단술 mta","2025-05",2,10
"어금니 통증","2024-06",550,5860
"어금니 통증","2024-09",530,6030
"어금니 통증","2024-03",570,6060
"어금니 통증","2024-07",620,5870
"어금니 통증","2023-08",610,6760
"어금니 통증","2024-08",540,6060
"어금니 통증","2024-12",510,5350
"어금니 통증","2024-02",620,6630
"어금니 통증","2023-10",610,6580
"어금니 통증","2023-12",570,6370
"어금니 통증","2024-04",630,5920
"어금니 통증","2025-06",500,4790
"어금니 통증","2024-11",530,5090
"어금니 통증","2025-03",490,5330
"어금니 통증","2025-04",580,5160
"어금니 통증","2023-07",620,6520
"어금니 통증","2023-09",540,6120
"어금니 통증","2024-01",630,6790
"어금니 통증","2024-05",620,5890
"어금니 통증","2025-02",540,5300
"어금니 통증","2023-11",680,6210
"어금니 통증","2024-10",550,5750
"어금니 통증","2025-01",510,6190
"어금니 통증","2025-05",510,5110
"신경치료 과정","2024-06",390,2620
